feature;value;class;
hip;0.150243;p001;
lowerBody;0.395503;p001;
body;0.684196;p001;
lowerLegLeft;0.427852;p001;
upperLegLeft;0.471571;p001;
upperLegRight;0.418251;p001;
lowerLegRight;0.540156;p001;
forearmLeft;0.337994;p001;
upperarmLeft;0.286015;p001;
shoulderHalfLeft;0.188798;p001;
neck;0.092914;p001;
shoulderHalfRight;0.191151;p001;
upperarmRight;0.283941;p001;
forearmRight;0.361512;p001;
shoulder;0.240286;p001;
upperBody;0.285747;p001;
hip;0.15244;p001;
lowerBody;0.39176;p001;
body;0.677465;p001;
lowerLegLeft;0.438135;p001;
upperLegLeft;0.471583;p001;
upperLegRight;0.430577;p001;
lowerLegRight;0.541333;p001;
forearmLeft;0.344605;p001;
upperarmLeft;0.285827;p001;
shoulderHalfLeft;0.186288;p001;
neck;0.0926362;p001;
shoulderHalfRight;0.18344;p001;
upperarmRight;0.284693;p001;
forearmRight;0.36241;p001;
shoulder;0.238606;p001;
upperBody;0.28485;p001;
hip;0.155115;p001;
lowerBody;0.389584;p001;
body;0.674408;p001;
lowerLegLeft;0.432827;p001;
upperLegLeft;0.472973;p001;
upperLegRight;0.428853;p001;
lowerLegRight;0.560445;p001;
forearmLeft;0.358665;p001;
upperarmLeft;0.285846;p001;
shoulderHalfLeft;0.180648;p001;
neck;0.0924401;p001;
shoulderHalfRight;0.176428;p001;
upperarmRight;0.284512;p001;
forearmRight;0.365658;p001;
shoulder;0.232802;p001;
upperBody;0.283915;p001;
hip;0.155074;p001;
lowerBody;0.388098;p001;
body;0.671968;p001;
lowerLegLeft;0.431867;p001;
upperLegLeft;0.473518;p001;
upperLegRight;0.429418;p001;
lowerLegRight;0.58725;p001;
forearmLeft;0.362142;p001;
upperarmLeft;0.285456;p001;
shoulderHalfLeft;0.188394;p001;
neck;0.0929298;p001;
shoulderHalfRight;0.188773;p001;
upperarmRight;0.284547;p001;
forearmRight;0.361706;p001;
shoulder;0.23645;p001;
upperBody;0.285424;p001;
hip;0.155245;p001;
lowerBody;0.390002;p001;
body;0.675395;p001;
lowerLegLeft;0.44085;p001;
upperLegLeft;0.459701;p001;
upperLegRight;0.436018;p001;
lowerLegRight;0.592843;p001;
forearmLeft;0.348415;p001;
upperarmLeft;0.285519;p001;
shoulderHalfLeft;0.1848;p001;
neck;0.0925136;p001;
shoulderHalfRight;0.172748;p001;
upperarmRight;0.284922;p001;
forearmRight;0.362864;p001;
shoulder;0.243052;p001;
upperBody;0.283976;p001;
hip;0.158056;p001;
lowerBody;0.387789;p001;
body;0.671731;p001;
lowerLegLeft;0.473868;p001;
upperLegLeft;0.438853;p001;
upperLegRight;0.409356;p001;
lowerLegRight;0.603089;p001;
forearmLeft;0.343537;p001;
upperarmLeft;0.28483;p001;
shoulderHalfLeft;0.183023;p001;
neck;0.0920965;p001;
shoulderHalfRight;0.180309;p001;
upperarmRight;0.284864;p001;
forearmRight;0.355373;p001;
shoulder;0.25212;p001;
upperBody;0.282453;p001;
hip;0.16017;p001;
lowerBody;0.385369;p001;
body;0.667789;p001;
lowerLegLeft;0.468539;p001;
upperLegLeft;0.44393;p001;
upperLegRight;0.418894;p001;
lowerLegRight;0.60841;p001;
forearmLeft;0.353133;p001;
upperarmLeft;0.284426;p001;
shoulderHalfLeft;0.191321;p001;
neck;0.0927438;p001;
shoulderHalfRight;0.187273;p001;
upperarmRight;0.285192;p001;
forearmRight;0.355936;p001;
shoulder;0.25486;p001;
upperBody;0.28534;p001;
hip;0.159538;p001;
lowerBody;0.389721;p001;
body;0.67501;p001;
lowerLegLeft;0.486533;p001;
upperLegLeft;0.437069;p001;
upperLegRight;0.4383;p001;
lowerLegRight;0.604654;p001;
forearmLeft;0.347124;p001;
upperarmLeft;0.283762;p001;
shoulderHalfLeft;0.182016;p001;
neck;0.0921733;p001;
shoulderHalfRight;0.176589;p001;
upperarmRight;0.284481;p001;
forearmRight;0.371797;p001;
shoulder;0.252353;p001;
upperBody;0.282694;p001;
hip;0.152458;p001;
lowerBody;0.385309;p001;
body;0.667981;p001;
lowerLegLeft;0.497493;p001;
upperLegLeft;0.431591;p001;
upperLegRight;0.434906;p001;
lowerLegRight;0.59727;p001;
forearmLeft;0.342427;p001;
upperarmLeft;0.27886;p001;
shoulderHalfLeft;0.189601;p001;
neck;0.0923441;p001;
shoulderHalfRight;0.180014;p001;
upperarmRight;0.285153;p001;
forearmRight;0.365194;p001;
shoulder;0.264664;p001;
upperBody;0.283247;p001;
hip;0.150561;p001;
lowerBody;0.386765;p001;
body;0.669961;p001;
lowerLegLeft;0.49764;p001;
upperLegLeft;0.435148;p001;
upperLegRight;0.430666;p001;
lowerLegRight;0.587617;p001;
forearmLeft;0.350436;p001;
upperarmLeft;0.280353;p001;
shoulderHalfLeft;0.195331;p001;
neck;0.0919872;p001;
shoulderHalfRight;0.187136;p001;
upperarmRight;0.285036;p001;
forearmRight;0.353707;p001;
shoulder;0.266685;p001;
upperBody;0.282421;p001;
hip;0.151737;p001;
lowerBody;0.385883;p001;
body;0.66828;p001;
lowerLegLeft;0.504319;p001;
upperLegLeft;0.431204;p001;
upperLegRight;0.441776;p001;
lowerLegRight;0.585106;p001;
forearmLeft;0.342574;p001;
upperarmLeft;0.282693;p001;
shoulderHalfLeft;0.188506;p001;
neck;0.0918318;p001;
shoulderHalfRight;0.185105;p001;
upperarmRight;0.285489;p001;
forearmRight;0.359672;p001;
shoulder;0.267835;p001;
upperBody;0.281652;p001;
hip;0.152567;p001;
lowerBody;0.384511;p001;
body;0.666118;p001;
lowerLegLeft;0.507608;p001;
upperLegLeft;0.434706;p001;
upperLegRight;0.469058;p001;
lowerLegRight;0.477042;p001;
forearmLeft;0.337899;p001;
upperarmLeft;0.279699;p001;
shoulderHalfLeft;0.188581;p001;
neck;0.0921754;p001;
shoulderHalfRight;0.183133;p001;
upperarmRight;0.284901;p001;
forearmRight;0.363958;p001;
shoulder;0.26613;p001;
upperBody;0.282573;p001;
hip;0.155132;p001;
lowerBody;0.385522;p001;
body;0.668059;p001;
lowerLegLeft;0.510118;p001;
upperLegLeft;0.432431;p001;
upperLegRight;0.475141;p001;
lowerLegRight;0.553109;p001;
forearmLeft;0.338931;p001;
upperarmLeft;0.261074;p001;
shoulderHalfLeft;0.194199;p001;
neck;0.0933542;p001;
shoulderHalfRight;0.17241;p001;
upperarmRight;0.284727;p001;
forearmRight;0.371912;p001;
shoulder;0.251536;p001;
upperBody;0.286132;p001;
hip;0.158413;p001;
lowerBody;0.390204;p001;
body;0.676294;p001;
lowerLegLeft;0.524504;p001;
upperLegLeft;0.40854;p001;
upperLegRight;0.443799;p001;
lowerLegRight;0.514994;p001;
forearmLeft;0.337237;p001;
upperarmLeft;0.271156;p001;
shoulderHalfLeft;0.190226;p001;
neck;0.0923965;p001;
shoulderHalfRight;0.169593;p001;
upperarmRight;0.284711;p001;
forearmRight;0.362348;p001;
shoulder;0.248789;p001;
upperBody;0.283369;p001;
hip;0.157085;p001;
lowerBody;0.385612;p001;
body;0.668952;p001;
lowerLegLeft;0.525789;p001;
upperLegLeft;0.408278;p001;
upperLegRight;0.448483;p001;
lowerLegRight;0.479241;p001;
forearmLeft;0.314578;p001;
upperarmLeft;0.282577;p001;
shoulderHalfLeft;0.186205;p001;
neck;0.0918101;p001;
shoulderHalfRight;0.174452;p001;
upperarmRight;0.281997;p001;
forearmRight;0.366446;p001;
shoulder;0.275425;p001;
upperBody;0.281241;p001;
hip;0.157196;p001;
lowerBody;0.383062;p001;
body;0.664258;p001;
lowerLegLeft;0.528047;p001;
upperLegLeft;0.411671;p001;
upperLegRight;0.460352;p001;
lowerLegRight;0.466835;p001;
forearmLeft;0.316159;p001;
upperarmLeft;0.280471;p001;
shoulderHalfLeft;0.185321;p001;
neck;0.0901902;p001;
shoulderHalfRight;0.172848;p001;
upperarmRight;0.284468;p001;
forearmRight;0.359778;p001;
shoulder;0.267781;p001;
upperBody;0.277031;p001;
hip;0.15674;p001;
lowerBody;0.378566;p001;
body;0.655567;p001;
lowerLegLeft;0.532259;p001;
upperLegLeft;0.412054;p001;
upperLegRight;0.463571;p001;
lowerLegRight;0.463028;p001;
forearmLeft;0.322496;p001;
upperarmLeft;0.283325;p001;
shoulderHalfLeft;0.19112;p001;
neck;0.0906379;p001;
shoulderHalfRight;0.182588;p001;
upperarmRight;0.284514;p001;
forearmRight;0.346479;p001;
shoulder;0.274832;p001;
upperBody;0.27796;p001;
hip;0.160661;p001;
lowerBody;0.379508;p001;
body;0.657421;p001;
lowerLegLeft;0.545085;p001;
upperLegLeft;0.400578;p001;
upperLegRight;0.470694;p001;
lowerLegRight;0.446915;p001;
forearmLeft;0.327996;p001;
upperarmLeft;0.283918;p001;
shoulderHalfLeft;0.184936;p001;
neck;0.090735;p001;
shoulderHalfRight;0.17696;p001;
upperarmRight;0.284127;p001;
forearmRight;0.352216;p001;
shoulder;0.281259;p001;
upperBody;0.278004;p001;
hip;0.159899;p001;
lowerBody;0.378711;p001;
body;0.65669;p001;
lowerLegLeft;0.563653;p001;
upperLegLeft;0.369828;p001;
upperLegRight;0.47023;p001;
lowerLegRight;0.443318;p001;
forearmLeft;0.328952;p001;
upperarmLeft;0.284247;p001;
shoulderHalfLeft;0.190779;p001;
neck;0.0910817;p001;
shoulderHalfRight;0.18381;p001;
upperarmRight;0.284064;p001;
forearmRight;0.353067;p001;
shoulder;0.275457;p001;
upperBody;0.279006;p001;
hip;0.159022;p001;
lowerBody;0.379812;p001;
body;0.658776;p001;
lowerLegLeft;0.449369;p001;
upperLegLeft;0.498693;p001;
upperLegRight;0.471384;p001;
lowerLegRight;0.439132;p001;
forearmLeft;0.320356;p001;
upperarmLeft;0.283681;p001;
shoulderHalfLeft;0.187852;p001;
neck;0.0909921;p001;
shoulderHalfRight;0.177122;p001;
upperarmRight;0.284083;p001;
forearmRight;0.352115;p001;
shoulder;0.289334;p001;
upperBody;0.277901;p001;
hip;0.157364;p001;
lowerBody;0.375668;p001;
body;0.653569;p001;
lowerLegLeft;0.575311;p001;
upperLegLeft;0.371495;p001;
upperLegRight;0.471844;p001;
lowerLegRight;0.435653;p001;
forearmLeft;0.339048;p001;
upperarmLeft;0.284698;p001;
shoulderHalfLeft;0.188982;p001;
neck;0.0907069;p001;
shoulderHalfRight;0.184861;p001;
upperarmRight;0.283777;p001;
forearmRight;0.352276;p001;
shoulder;0.258781;p001;
upperBody;0.277882;p001;
hip;0.154594;p001;
lowerBody;0.378405;p001;
body;0.656096;p001;
lowerLegLeft;0.578992;p001;
upperLegLeft;0.403271;p001;
upperLegRight;0.471127;p001;
lowerLegRight;0.43706;p001;
forearmLeft;0.34389;p001;
upperarmLeft;0.283756;p001;
shoulderHalfLeft;0.175471;p001;
neck;0.090317;p001;
shoulderHalfRight;0.177188;p001;
upperarmRight;0.283828;p001;
forearmRight;0.357664;p001;
shoulder;0.257701;p001;
upperBody;0.276045;p001;
hip;0.159463;p001;
lowerBody;0.373162;p001;
body;0.649204;p001;
lowerLegLeft;0.585179;p001;
upperLegLeft;0.437609;p001;
upperLegRight;0.46095;p001;
lowerLegRight;0.44909;p001;
forearmLeft;0.344535;p001;
upperarmLeft;0.284461;p001;
shoulderHalfLeft;0.170203;p001;
neck;0.089804;p001;
shoulderHalfRight;0.174124;p001;
upperarmRight;0.284086;p001;
forearmRight;0.352418;p001;
shoulder;0.261073;p001;
upperBody;0.274371;p001;
hip;0.157798;p001;
lowerBody;0.373037;p001;
body;0.647333;p001;
lowerLegLeft;0.591696;p001;
upperLegLeft;0.422889;p001;
upperLegRight;0.462437;p001;
lowerLegRight;0.448273;p001;
forearmLeft;0.340629;p001;
upperarmLeft;0.284405;p001;
shoulderHalfLeft;0.193669;p001;
neck;0.0895389;p001;
shoulderHalfRight;0.178428;p001;
upperarmRight;0.282803;p001;
forearmRight;0.359732;p001;
shoulder;0.265915;p001;
upperBody;0.274462;p001;
hip;0.154535;p001;
lowerBody;0.373278;p001;
body;0.647714;p001;
lowerLegLeft;0.594671;p001;
upperLegLeft;0.407561;p001;
upperLegRight;0.451593;p001;
lowerLegRight;0.464617;p001;
forearmLeft;0.352752;p001;
upperarmLeft;0.284921;p001;
shoulderHalfLeft;0.172207;p001;
neck;0.0903092;p001;
shoulderHalfRight;0.184191;p001;
upperarmRight;0.282014;p001;
forearmRight;0.357213;p001;
shoulder;0.260903;p001;
upperBody;0.276257;p001;
hip;0.157119;p001;
lowerBody;0.375967;p001;
body;0.652168;p001;
lowerLegLeft;0.604083;p001;
upperLegLeft;0.396287;p001;
upperLegRight;0.452263;p001;
lowerLegRight;0.467759;p001;
forearmLeft;0.337435;p001;
upperarmLeft;0.284687;p001;
shoulderHalfLeft;0.186446;p001;
neck;0.0903875;p001;
shoulderHalfRight;0.170998;p001;
upperarmRight;0.281509;p001;
forearmRight;0.335806;p001;
shoulder;0.273428;p001;
upperBody;0.276715;p001;
hip;0.153638;p001;
lowerBody;0.377196;p001;
body;0.653873;p001;
lowerLegLeft;0.571288;p001;
upperLegLeft;0.386071;p001;
upperLegRight;0.445335;p001;
lowerLegRight;0.498655;p001;
forearmLeft;0.332443;p001;
upperarmLeft;0.28408;p001;
shoulderHalfLeft;0.187257;p001;
neck;0.0907519;p001;
shoulderHalfRight;0.1668;p001;
upperarmRight;0.28019;p001;
forearmRight;0.350857;p001;
shoulder;0.266656;p001;
upperBody;0.277052;p001;
hip;0.152565;p001;
lowerBody;0.376016;p001;
body;0.653025;p001;
lowerLegLeft;0.514168;p001;
upperLegLeft;0.479727;p001;
upperLegRight;0.437807;p001;
lowerLegRight;0.525795;p001;
forearmLeft;0.344091;p001;
upperarmLeft;0.284486;p001;
shoulderHalfLeft;0.158591;p001;
neck;0.0906713;p001;
shoulderHalfRight;0.165225;p001;
upperarmRight;0.279043;p001;
forearmRight;0.347186;p001;
shoulder;0.25133;p001;
upperBody;0.275824;p001;
hip;0.152032;p001;
lowerBody;0.372234;p001;
body;0.648047;p001;
lowerLegLeft;0.512136;p001;
upperLegLeft;0.478781;p001;
upperLegRight;0.43748;p001;
lowerLegRight;0.529055;p001;
forearmLeft;0.337155;p001;
upperarmLeft;0.285316;p001;
shoulderHalfLeft;0.18377;p001;
neck;0.0897205;p001;
shoulderHalfRight;0.169102;p001;
upperarmRight;0.279729;p001;
forearmRight;0.341592;p001;
shoulder;0.263293;p001;
upperBody;0.274744;p001;
hip;0.152292;p001;
lowerBody;0.373851;p001;
body;0.648568;p001;
lowerLegLeft;0.455938;p001;
upperLegLeft;0.476017;p001;
upperLegRight;0.421841;p001;
lowerLegRight;0.549416;p001;
forearmLeft;0.341179;p001;
upperarmLeft;0.28029;p001;
shoulderHalfLeft;0.186896;p001;
neck;0.0899033;p001;
shoulderHalfRight;0.203758;p001;
upperarmRight;0.264467;p001;
forearmRight;0.323276;p001;
shoulder;0.317162;p001;
upperBody;0.274962;p001;
hip;0.150986;p001;
lowerBody;0.374179;p001;
body;0.649096;p001;
lowerLegLeft;0.504977;p001;
upperLegLeft;0.448657;p001;
upperLegRight;0.41459;p001;
lowerLegRight;0.527728;p001;
forearmLeft;0.334045;p001;
upperarmLeft;0.284316;p001;
shoulderHalfLeft;0.187742;p001;
neck;0.089915;p001;
shoulderHalfRight;0.201065;p001;
upperarmRight;0.272674;p001;
forearmRight;0.28716;p001;
shoulder;0.292902;p001;
upperBody;0.275064;p001;
hip;0.15105;p001;
lowerBody;0.374264;p001;
body;0.64929;p001;
lowerLegLeft;0.505505;p001;
upperLegLeft;0.451397;p001;
upperLegRight;0.413744;p001;
lowerLegRight;0.52865;p001;
forearmLeft;0.328267;p001;
upperarmLeft;0.28462;p001;
shoulderHalfLeft;0.183043;p001;
neck;0.09026;p001;
shoulderHalfRight;0.206383;p001;
upperarmRight;0.251992;p001;
forearmRight;0.225139;p001;
shoulder;0.3202;p001;
upperBody;0.27618;p001;
hip;0.151481;p001;
lowerBody;0.375983;p001;
body;0.652127;p001;
lowerLegLeft;0.463061;p001;
upperLegLeft;0.446238;p001;
upperLegRight;0.411507;p001;
lowerLegRight;0.524811;p001;
forearmLeft;0.326722;p001;
upperarmLeft;0.284631;p001;
shoulderHalfLeft;0.183169;p001;
neck;0.0906877;p001;
shoulderHalfRight;0.164392;p001;
upperarmRight;0.276086;p001;
forearmRight;0.237488;p001;
shoulder;0.269324;p001;
upperBody;0.277314;p001;
hip;0.154892;p001;
lowerBody;0.377185;p001;
body;0.654454;p001;
lowerLegLeft;0.463218;p001;
upperLegLeft;0.439277;p001;
upperLegRight;0.406662;p001;
lowerLegRight;0.52487;p001;
