feature;value;class;
body;0.616246;p011;
lowerLegLeft;0.421858;p011;
upperLegLeft;0.343459;p011;
upperLegRight;0.371653;p011;
lowerLegRight;0.420141;p011;
forearmLeft;0.293283;p011;
upperarmLeft;0.294014;p011;
shoulderHalfLeft;0.171579;p011;
neck;0.0820796;p011;
shoulderHalfRight;0.176753;p011;
upperarmRight;0.271372;p011;
forearmRight;0.291963;p011;
shoulder;0.301578;p011;
upperBody;0.25668;p011;
hip;0.12063;p011;
lowerBody;0.359398;p011;
body;0.616017;p011;
lowerLegLeft;0.421635;p011;
upperLegLeft;0.343899;p011;
upperLegRight;0.371892;p011;
lowerLegRight;0.420114;p011;
forearmLeft;0.292454;p011;
upperarmLeft;0.293643;p011;
shoulderHalfLeft;0.17162;p011;
neck;0.0820827;p011;
shoulderHalfRight;0.176629;p011;
upperarmRight;0.27179;p011;
forearmRight;0.295654;p011;
shoulder;0.30174;p011;
upperBody;0.256688;p011;
hip;0.120701;p011;
lowerBody;0.359406;p011;
body;0.616033;p011;
lowerLegLeft;0.42287;p011;
upperLegLeft;0.343862;p011;
upperLegRight;0.371127;p011;
lowerLegRight;0.420971;p011;
forearmLeft;0.292245;p011;
upperarmLeft;0.293357;p011;
shoulderHalfLeft;0.171737;p011;
neck;0.0820794;p011;
shoulderHalfRight;0.17649;p011;
upperarmRight;0.271815;p011;
forearmRight;0.372676;p011;
shoulder;0.301885;p011;
upperBody;0.256677;p011;
hip;0.120693;p011;
lowerBody;0.359392;p011;
body;0.616008;p011;
lowerLegLeft;0.423026;p011;
upperLegLeft;0.34377;p011;
upperLegRight;0.371061;p011;
lowerLegRight;0.421068;p011;
forearmLeft;0.294614;p011;
upperarmLeft;0.292688;p011;
shoulderHalfLeft;0.171931;p011;
neck;0.0820716;p011;
shoulderHalfRight;0.176483;p011;
upperarmRight;0.272118;p011;
forearmRight;0.304144;p011;
shoulder;0.301989;p011;
upperBody;0.256658;p011;
hip;0.120649;p011;
lowerBody;0.359386;p011;
body;0.615983;p011;
lowerLegLeft;0.422274;p011;
upperLegLeft;0.344503;p011;
upperLegRight;0.371326;p011;
lowerLegRight;0.421325;p011;
forearmLeft;0.317714;p011;
upperarmLeft;0.292608;p011;
shoulderHalfLeft;0.171779;p011;
neck;0.0820217;p011;
shoulderHalfRight;0.176239;p011;
upperarmRight;0.272164;p011;
forearmRight;0.300512;p011;
shoulder;0.301859;p011;
upperBody;0.256533;p011;
hip;0.120645;p011;
lowerBody;0.359263;p011;
body;0.615735;p011;
lowerLegLeft;0.42239;p011;
upperLegLeft;0.344566;p011;
upperLegRight;0.37137;p011;
lowerLegRight;0.421248;p011;
forearmLeft;0.296125;p011;
upperarmLeft;0.292315;p011;
shoulderHalfLeft;0.171732;p011;
neck;0.0820337;p011;
shoulderHalfRight;0.176162;p011;
upperarmRight;0.272597;p011;
forearmRight;0.377906;p011;
shoulder;0.301948;p011;
upperBody;0.256571;p011;
hip;0.120749;p011;
lowerBody;0.359322;p011;
body;0.615833;p011;
lowerLegLeft;0.422212;p011;
upperLegLeft;0.344374;p011;
upperLegRight;0.371225;p011;
lowerLegRight;0.421258;p011;
forearmLeft;0.29584;p011;
upperarmLeft;0.292604;p011;
shoulderHalfLeft;0.171785;p011;
neck;0.08204;p011;
shoulderHalfRight;0.1761;p011;
upperarmRight;0.272919;p011;
forearmRight;0.378266;p011;
shoulder;0.302042;p011;
upperBody;0.256587;p011;
hip;0.120735;p011;
lowerBody;0.359342;p011;
body;0.615868;p011;
lowerLegLeft;0.422045;p011;
upperLegLeft;0.34441;p011;
upperLegRight;0.371163;p011;
lowerLegRight;0.420796;p011;
forearmLeft;0.29688;p011;
upperarmLeft;0.292667;p011;
shoulderHalfLeft;0.171797;p011;
neck;0.0820277;p011;
shoulderHalfRight;0.176243;p011;
upperarmRight;0.272954;p011;
forearmRight;0.302025;p011;
shoulder;0.302172;p011;
upperBody;0.256537;p011;
hip;0.120701;p011;
lowerBody;0.359241;p011;
body;0.615717;p011;
lowerLegLeft;0.422718;p011;
upperLegLeft;0.344503;p011;
upperLegRight;0.371542;p011;
lowerLegRight;0.420337;p011;
forearmLeft;0.297074;p011;
upperarmLeft;0.292356;p011;
shoulderHalfLeft;0.171782;p011;
neck;0.0820007;p011;
shoulderHalfRight;0.176157;p011;
upperarmRight;0.273088;p011;
forearmRight;0.301451;p011;
shoulder;0.30224;p011;
upperBody;0.256446;p011;
hip;0.120732;p011;
lowerBody;0.359058;p011;
body;0.615444;p011;
lowerLegLeft;0.421622;p011;
upperLegLeft;0.344584;p011;
upperLegRight;0.37183;p011;
lowerLegRight;0.42034;p011;
forearmLeft;0.297315;p011;
upperarmLeft;0.292242;p011;
shoulderHalfLeft;0.17167;p011;
neck;0.0819965;p011;
shoulderHalfRight;0.176008;p011;
upperarmRight;0.273585;p011;
forearmRight;0.303334;p011;
shoulder;0.302202;p011;
upperBody;0.256428;p011;
hip;0.120759;p011;
lowerBody;0.359032;p011;
body;0.6154;p011;
lowerLegLeft;0.421853;p011;
upperLegLeft;0.34432;p011;
upperLegRight;0.371661;p011;
lowerLegRight;0.41997;p011;
forearmLeft;0.323173;p011;
upperarmLeft;0.291029;p011;
shoulderHalfLeft;0.171606;p011;
neck;0.0820252;p011;
shoulderHalfRight;0.17586;p011;
upperarmRight;0.274971;p011;
forearmRight;0.374401;p011;
shoulder;0.30198;p011;
upperBody;0.256507;p011;
hip;0.120826;p011;
lowerBody;0.359134;p011;
body;0.615582;p011;
lowerLegLeft;0.421839;p011;
upperLegLeft;0.344237;p011;
upperLegRight;0.371279;p011;
lowerLegRight;0.42025;p011;
forearmLeft;0.322861;p011;
upperarmLeft;0.292289;p011;
shoulderHalfLeft;0.171453;p011;
neck;0.0820418;p011;
shoulderHalfRight;0.175799;p011;
upperarmRight;0.275961;p011;
forearmRight;0.368116;p011;
shoulder;0.301995;p011;
upperBody;0.256562;p011;
hip;0.120839;p011;
lowerBody;0.359216;p011;
body;0.615719;p011;
lowerLegLeft;0.42183;p011;
upperLegLeft;0.343827;p011;
upperLegRight;0.370959;p011;
lowerLegRight;0.420269;p011;
forearmLeft;0.321141;p011;
upperarmLeft;0.29393;p011;
shoulderHalfLeft;0.171491;p011;
neck;0.082055;p011;
shoulderHalfRight;0.17593;p011;
upperarmRight;0.27637;p011;
forearmRight;0.366481;p011;
shoulder;0.302199;p011;
upperBody;0.256602;p011;
hip;0.120731;p011;
lowerBody;0.359284;p011;
body;0.615827;p011;
lowerLegLeft;0.42232;p011;
upperLegLeft;0.343722;p011;
upperLegRight;0.371235;p011;
lowerLegRight;0.420338;p011;
forearmLeft;0.323135;p011;
upperarmLeft;0.294012;p011;
shoulderHalfLeft;0.171985;p011;
neck;0.0821091;p011;
shoulderHalfRight;0.175786;p011;
upperarmRight;0.276849;p011;
forearmRight;0.366385;p011;
shoulder;0.302183;p011;
upperBody;0.256755;p011;
hip;0.120674;p011;
lowerBody;0.359471;p011;
body;0.616168;p011;
lowerLegLeft;0.422518;p011;
upperLegLeft;0.343936;p011;
upperLegRight;0.371234;p011;
lowerLegRight;0.420682;p011;
forearmLeft;0.321766;p011;
upperarmLeft;0.294795;p011;
shoulderHalfLeft;0.172084;p011;
neck;0.082138;p011;
shoulderHalfRight;0.17576;p011;
upperarmRight;0.277179;p011;
forearmRight;0.362759;p011;
shoulder;0.302305;p011;
upperBody;0.256851;p011;
hip;0.120742;p011;
lowerBody;0.359626;p011;
body;0.616419;p011;
lowerLegLeft;0.425223;p011;
upperLegLeft;0.343564;p011;
upperLegRight;0.371559;p011;
lowerLegRight;0.420356;p011;
forearmLeft;0.319791;p011;
upperarmLeft;0.294618;p011;
shoulderHalfLeft;0.172303;p011;
neck;0.0822714;p011;
shoulderHalfRight;0.175381;p011;
upperarmRight;0.279026;p011;
forearmRight;0.362188;p011;
shoulder;0.301489;p011;
upperBody;0.257196;p011;
hip;0.120872;p011;
lowerBody;0.359988;p011;
body;0.617128;p011;
lowerLegLeft;0.425691;p011;
upperLegLeft;0.343129;p011;
upperLegRight;0.371636;p011;
lowerLegRight;0.420356;p011;
forearmLeft;0.320465;p011;
upperarmLeft;0.295636;p011;
shoulderHalfLeft;0.172542;p011;
neck;0.0823141;p011;
shoulderHalfRight;0.175451;p011;
upperarmRight;0.278526;p011;
forearmRight;0.358881;p011;
shoulder;0.301761;p011;
upperBody;0.25734;p011;
hip;0.120991;p011;
lowerBody;0.360224;p011;
body;0.617507;p011;
lowerLegLeft;0.425934;p011;
upperLegLeft;0.343041;p011;
upperLegRight;0.372123;p011;
lowerLegRight;0.421376;p011;
forearmLeft;0.321727;p011;
upperarmLeft;0.296444;p011;
shoulderHalfLeft;0.172088;p011;
neck;0.082383;p011;
shoulderHalfRight;0.175715;p011;
upperarmRight;0.27961;p011;
forearmRight;0.355925;p011;
shoulder;0.301372;p011;
upperBody;0.257582;p011;
hip;0.121122;p011;
lowerBody;0.36066;p011;
body;0.618186;p011;
lowerLegLeft;0.426894;p011;
upperLegLeft;0.342102;p011;
upperLegRight;0.372903;p011;
lowerLegRight;0.421005;p011;
forearmLeft;0.32271;p011;
upperarmLeft;0.29762;p011;
shoulderHalfLeft;0.172603;p011;
neck;0.0825321;p011;
shoulderHalfRight;0.17629;p011;
upperarmRight;0.28016;p011;
forearmRight;0.363597;p011;
shoulder;0.30138;p011;
upperBody;0.257976;p011;
hip;0.121289;p011;
lowerBody;0.361083;p011;
body;0.619005;p011;
lowerLegLeft;0.42747;p011;
upperLegLeft;0.341462;p011;
upperLegRight;0.373168;p011;
lowerLegRight;0.42073;p011;
forearmLeft;0.324077;p011;
upperarmLeft;0.298219;p011;
shoulderHalfLeft;0.170403;p011;
neck;0.0831336;p011;
shoulderHalfRight;0.175809;p011;
upperarmRight;0.280914;p011;
forearmRight;0.374067;p011;
shoulder;0.292116;p011;
upperBody;0.25948;p011;
hip;0.121567;p011;
lowerBody;0.361818;p011;
body;0.621288;p011;
lowerLegLeft;0.426903;p011;
upperLegLeft;0.34137;p011;
upperLegRight;0.374031;p011;
lowerLegRight;0.419547;p011;
forearmLeft;0.324951;p011;
upperarmLeft;0.300634;p011;
shoulderHalfLeft;0.170346;p011;
neck;0.0832413;p011;
shoulderHalfRight;0.174705;p011;
upperarmRight;0.280658;p011;
forearmRight;0.373399;p011;
shoulder;0.288832;p011;
upperBody;0.260005;p011;
hip;0.121755;p011;
lowerBody;0.3626;p011;
body;0.62258;p011;
lowerLegLeft;0.427032;p011;
upperLegLeft;0.340046;p011;
upperLegRight;0.375421;p011;
lowerLegRight;0.418287;p011;
forearmLeft;0.339176;p011;
upperarmLeft;0.300376;p011;
shoulderHalfLeft;0.170828;p011;
neck;0.0833044;p011;
shoulderHalfRight;0.177915;p011;
upperarmRight;0.282982;p011;
forearmRight;0.372382;p011;
shoulder;0.290486;p011;
upperBody;0.260307;p011;
hip;0.121966;p011;
lowerBody;0.363321;p011;
body;0.623593;p011;
lowerLegLeft;0.42709;p011;
upperLegLeft;0.339373;p011;
upperLegRight;0.377174;p011;
lowerLegRight;0.416959;p011;
forearmLeft;0.339705;p011;
upperarmLeft;0.300588;p011;
shoulderHalfLeft;0.174456;p011;
neck;0.0842554;p011;
shoulderHalfRight;0.17393;p011;
upperarmRight;0.284219;p011;
forearmRight;0.372898;p011;
shoulder;0.281764;p011;
upperBody;0.262874;p011;
hip;0.122793;p011;
lowerBody;0.365906;p011;
body;0.628752;p011;
lowerLegLeft;0.424359;p011;
upperLegLeft;0.339577;p011;
upperLegRight;0.378625;p011;
lowerLegRight;0.419349;p011;
forearmLeft;0.342799;p011;
upperarmLeft;0.300642;p011;
shoulderHalfLeft;0.177967;p011;
neck;0.0846609;p011;
shoulderHalfRight;0.175226;p011;
upperarmRight;0.284623;p011;
forearmRight;0.374325;p011;
shoulder;0.281848;p011;
upperBody;0.264353;p011;
hip;0.123311;p011;
lowerBody;0.368518;p011;
body;0.632835;p011;
lowerLegLeft;0.421155;p011;
upperLegLeft;0.33968;p011;
upperLegRight;0.37864;p011;
lowerLegRight;0.42271;p011;
forearmLeft;0.324487;p011;
upperarmLeft;0.299419;p011;
shoulderHalfLeft;0.192232;p011;
neck;0.0853703;p011;
shoulderHalfRight;0.173254;p011;
upperarmRight;0.284722;p011;
forearmRight;0.374599;p011;
shoulder;0.286809;p011;
upperBody;0.266419;p011;
hip;0.123982;p011;
lowerBody;0.371537;p011;
body;0.637923;p011;
lowerLegLeft;0.42188;p011;
upperLegLeft;0.339551;p011;
upperLegRight;0.384514;p011;
lowerLegRight;0.420355;p011;
forearmLeft;0.334701;p011;
upperarmLeft;0.2915;p011;
shoulderHalfLeft;0.191786;p011;
neck;0.0855783;p011;
shoulderHalfRight;0.171602;p011;
upperarmRight;0.287084;p011;
forearmRight;0.37522;p011;
shoulder;0.281011;p011;
upperBody;0.267258;p011;
hip;0.123791;p011;
lowerBody;0.373098;p011;
body;0.640316;p011;
lowerLegLeft;0.425426;p011;
upperLegLeft;0.33924;p011;
upperLegRight;0.404454;p011;
lowerLegRight;0.410341;p011;
forearmLeft;0.330238;p011;
upperarmLeft;0.297365;p011;
shoulderHalfLeft;0.191863;p011;
neck;0.0855042;p011;
shoulderHalfRight;0.167133;p011;
upperarmRight;0.287029;p011;
forearmRight;0.374778;p011;
shoulder;0.276862;p011;
upperBody;0.267598;p011;
hip;0.124336;p011;
lowerBody;0.374586;p011;
body;0.642166;p011;
lowerLegLeft;0.431652;p011;
upperLegLeft;0.337286;p011;
upperLegRight;0.402537;p011;
lowerLegRight;0.409707;p011;
forearmLeft;0.327745;p011;
upperarmLeft;0.29414;p011;
shoulderHalfLeft;0.196066;p011;
neck;0.086989;p011;
shoulderHalfRight;0.178142;p011;
upperarmRight;0.288244;p011;
forearmRight;0.36882;p011;
shoulder;0.274451;p011;
upperBody;0.271154;p011;
hip;0.125254;p011;
lowerBody;0.377129;p011;
body;0.648275;p011;
lowerLegLeft;0.427759;p011;
upperLegLeft;0.337962;p011;
upperLegRight;0.40791;p011;
lowerLegRight;0.401517;p011;
forearmLeft;0.297453;p011;
upperarmLeft;0.299833;p011;
shoulderHalfLeft;0.196115;p011;
neck;0.0866098;p011;
shoulderHalfRight;0.174786;p011;
upperarmRight;0.289851;p011;
forearmRight;0.376099;p011;
shoulder;0.272438;p011;
upperBody;0.271201;p011;
hip;0.12611;p011;
lowerBody;0.377767;p011;
body;0.648961;p011;
lowerLegLeft;0.425824;p011;
upperLegLeft;0.338593;p011;
upperLegRight;0.405147;p011;
lowerLegRight;0.408049;p011;
forearmLeft;0.2949;p011;
upperarmLeft;0.286189;p011;
shoulderHalfLeft;0.210773;p011;
neck;0.0869394;p011;
shoulderHalfRight;0.176989;p011;
upperarmRight;0.292866;p011;
forearmRight;0.374278;p011;
shoulder;0.287072;p011;
upperBody;0.271966;p011;
hip;0.127111;p011;
lowerBody;0.379155;p011;
body;0.651101;p011;
lowerLegLeft;0.419291;p011;
upperLegLeft;0.33928;p011;
upperLegRight;0.406499;p011;
lowerLegRight;0.40102;p011;
forearmLeft;0.2945;p011;
upperarmLeft;0.292304;p011;
shoulderHalfLeft;0.208446;p011;
neck;0.086941;p011;
shoulderHalfRight;0.176818;p011;
upperarmRight;0.291949;p011;
forearmRight;0.370819;p011;
shoulder;0.28493;p011;
upperBody;0.271885;p011;
hip;0.127159;p011;
lowerBody;0.37922;p011;
body;0.651093;p011;
lowerLegLeft;0.414484;p011;
upperLegLeft;0.341394;p011;
upperLegRight;0.410108;p011;
lowerLegRight;0.409831;p011;
forearmLeft;0.29497;p011;
upperarmLeft;0.289353;p011;
shoulderHalfLeft;0.212025;p011;
neck;0.0874158;p011;
shoulderHalfRight;0.175857;p011;
upperarmRight;0.291027;p011;
forearmRight;0.372066;p011;
shoulder;0.278342;p011;
upperBody;0.273265;p011;
hip;0.12688;p011;
lowerBody;0.380937;p011;
body;0.654192;p011;
lowerLegLeft;0.42618;p011;
upperLegLeft;0.338838;p011;
upperLegRight;0.409485;p011;
lowerLegRight;0.398698;p011;
forearmLeft;0.290373;p011;
upperarmLeft;0.284902;p011;
shoulderHalfLeft;0.215624;p011;
neck;0.0874734;p011;
shoulderHalfRight;0.175788;p011;
upperarmRight;0.291229;p011;
forearmRight;0.36971;p011;
shoulder;0.279849;p011;
upperBody;0.273473;p011;
hip;0.125253;p011;
lowerBody;0.381787;p011;
body;0.655231;p011;
lowerLegLeft;0.414959;p011;
upperLegLeft;0.34153;p011;
upperLegRight;0.408494;p011;
lowerLegRight;0.384069;p011;
forearmLeft;0.309876;p011;
upperarmLeft;0.260533;p011;
shoulderHalfLeft;0.227377;p011;
neck;0.0882789;p011;
shoulderHalfRight;0.178387;p011;
upperarmRight;0.292249;p011;
forearmRight;0.342255;p011;
shoulder;0.284275;p011;
upperBody;0.275603;p011;
hip;0.12484;p011;
lowerBody;0.384133;p011;
body;0.65972;p011;
lowerLegLeft;0.409596;p011;
upperLegLeft;0.342505;p011;
upperLegRight;0.412738;p011;
lowerLegRight;0.365603;p011;
forearmLeft;0.319657;p011;
upperarmLeft;0.254625;p011;
shoulderHalfLeft;0.227407;p011;
neck;0.0883714;p011;
shoulderHalfRight;0.175496;p011;
upperarmRight;0.301965;p011;
forearmRight;0.348497;p011;
shoulder;0.281061;p011;
upperBody;0.276057;p011;
hip;0.123747;p011;
lowerBody;0.385277;p011;
body;0.66131;p011;
lowerLegLeft;0.408581;p011;
upperLegLeft;0.34309;p011;
upperLegRight;0.419533;p011;
lowerLegRight;0.370007;p011;
forearmLeft;0.32729;p011;
upperarmLeft;0.248864;p011;
shoulderHalfLeft;0.221118;p011;
neck;0.0873348;p011;
shoulderHalfRight;0.170554;p011;
upperarmRight;0.290494;p011;
forearmRight;0.357896;p011;
shoulder;0.281956;p011;
upperBody;0.273347;p011;
hip;0.12218;p011;
lowerBody;0.382437;p011;
body;0.65576;p011;
lowerLegLeft;0.410605;p011;
upperLegLeft;0.34401;p011;
upperLegRight;0.415992;p011;
lowerLegRight;0.418334;p011;
forearmLeft;0.269089;p011;
upperarmLeft;0.300777;p011;
shoulderHalfLeft;0.223097;p011;
neck;0.0875312;p011;
shoulderHalfRight;0.169488;p011;
upperarmRight;0.289801;p011;
forearmRight;0.360713;p011;
shoulder;0.283371;p011;
upperBody;0.273737;p011;
hip;0.12015;p011;
lowerBody;0.383006;p011;
body;0.656723;p011;
lowerLegLeft;0.41016;p011;
upperLegLeft;0.344793;p011;
upperLegRight;0.424269;p011;
lowerLegRight;0.409869;p011;
forearmLeft;0.270019;p011;
upperarmLeft;0.30107;p011;
shoulderHalfLeft;0.217644;p011;
neck;0.0873271;p011;
shoulderHalfRight;0.169066;p011;
upperarmRight;0.283505;p011;
forearmRight;0.364428;p011;
shoulder;0.278736;p011;
upperBody;0.272952;p011;
hip;0.119973;p011;
lowerBody;0.381784;p011;
body;0.654706;p011;
lowerLegLeft;0.41033;p011;
upperLegLeft;0.346309;p011;
upperLegRight;0.426177;p011;
lowerLegRight;0.361179;p011;
forearmLeft;0.272336;p011;
upperarmLeft;0.301229;p011;
shoulderHalfLeft;0.21392;p011;
neck;0.0868743;p011;
shoulderHalfRight;0.165705;p011;
upperarmRight;0.280189;p011;
forearmRight;0.320299;p011;
shoulder;0.277692;p011;
upperBody;0.271521;p011;
hip;0.120484;p011;
lowerBody;0.3797;p011;
body;0.651193;p011;
lowerLegLeft;0.412924;p011;
upperLegLeft;0.348401;p011;
upperLegRight;0.425813;p011;
lowerLegRight;0.363496;p011;
forearmLeft;0.338893;p011;
upperarmLeft;0.222819;p011;
shoulderHalfLeft;0.239744;p011;
neck;0.088253;p011;
shoulderHalfRight;0.144838;p011;
upperarmRight;0.299066;p011;
forearmRight;0.309916;p011;
shoulder;0.274989;p011;
upperBody;0.274555;p011;
hip;0.127296;p011;
lowerBody;0.381966;p011;
body;0.656492;p011;
lowerLegLeft;0.529351;p011;
upperLegLeft;0.365355;p011;
upperLegRight;0.362959;p011;
lowerLegRight;0.3838;p011;
forearmLeft;0.302178;p011;
upperarmLeft;0.298783;p011;
shoulderHalfLeft;0.249015;p011;
neck;0.0885156;p011;
shoulderHalfRight;0.147439;p011;
upperarmRight;0.299087;p011;
forearmRight;0.306089;p011;
shoulder;0.280936;p011;
upperBody;0.274974;p011;
hip;0.125917;p011;
lowerBody;0.381676;p011;
body;0.656612;p011;
lowerLegLeft;0.510832;p011;
upperLegLeft;0.387972;p011;
upperLegRight;0.333759;p011;
lowerLegRight;0.41202;p011;
forearmLeft;0.271084;p011;
upperarmLeft;0.299706;p011;
shoulderHalfLeft;0.241362;p011;
neck;0.0883974;p011;
shoulderHalfRight;0.142968;p011;
upperarmRight;0.298066;p011;
forearmRight;0.395777;p011;
shoulder;0.285224;p011;
upperBody;0.274096;p011;
hip;0.126523;p011;
lowerBody;0.379652;p011;
body;0.653694;p011;
lowerLegLeft;0.453211;p011;
upperLegLeft;0.388435;p011;
upperLegRight;0.327533;p011;
lowerLegRight;0.412812;p011;
forearmLeft;0.318016;p011;
upperarmLeft;0.280337;p011;
shoulderHalfLeft;0.254329;p011;
neck;0.0879916;p011;
shoulderHalfRight;0.131659;p011;
upperarmRight;0.296554;p011;
forearmRight;0.415509;p011;
shoulder;0.27538;p011;
upperBody;0.272715;p011;
hip;0.121727;p011;
lowerBody;0.376567;p011;
body;0.64924;p011;
lowerLegLeft;0.385459;p011;
upperLegLeft;0.412386;p011;
upperLegRight;0.334258;p011;
lowerLegRight;0.418436;p011;
forearmLeft;0.3352;p011;
upperarmLeft;0.286907;p011;
shoulderHalfLeft;0.213954;p011;
neck;0.0863967;p011;
shoulderHalfRight;0.136136;p011;
upperarmRight;0.295938;p011;
forearmRight;0.414538;p011;
shoulder;0.253676;p011;
upperBody;0.269468;p011;
hip;0.122162;p011;
lowerBody;0.372815;p011;
body;0.64227;p011;
lowerLegLeft;0.394609;p011;
upperLegLeft;0.435303;p011;
upperLegRight;0.337204;p011;
lowerLegRight;0.416233;p011;
forearmLeft;0.28855;p011;
upperarmLeft;0.282109;p011;
shoulderHalfLeft;0.229671;p011;
neck;0.0879529;p011;
shoulderHalfRight;0.148964;p011;
upperarmRight;0.295712;p011;
forearmRight;0.384701;p011;
shoulder;0.257939;p011;
upperBody;0.272333;p011;
hip;0.123379;p011;
lowerBody;0.375588;p011;
body;0.647824;p011;
lowerLegLeft;0.391417;p011;
upperLegLeft;0.429732;p011;
upperLegRight;0.340033;p011;
lowerLegRight;0.406487;p011;
forearmLeft;0.298514;p011;
upperarmLeft;0.296411;p011;
shoulderHalfLeft;0.186441;p011;
neck;0.0873929;p011;
shoulderHalfRight;0.147584;p011;
upperarmRight;0.295031;p011;
forearmRight;0.379632;p011;
shoulder;0.231207;p011;
upperBody;0.27082;p011;
hip;0.125635;p011;
lowerBody;0.373349;p011;
body;0.644122;p011;
lowerLegLeft;0.373896;p011;
upperLegLeft;0.425333;p011;
upperLegRight;0.342243;p011;
