feature;value;class;
upperarmRight;0.262326;p001;
forearmRight;0.337331;p001;
shoulder;0.301842;p001;
upperBody;0.276387;p001;
hip;0.161333;p001;
lowerBody;0.386795;p001;
body;0.663167;p001;
lowerLegLeft;0.476988;p001;
upperLegLeft;0.441679;p001;
upperLegRight;0.443625;p001;
lowerLegRight;0.471329;p001;
forearmLeft;0.345352;p001;
upperarmLeft;0.254237;p001;
shoulderHalfLeft;0.177618;p001;
neck;0.0886043;p001;
shoulderHalfRight;0.200625;p001;
upperarmRight;0.263922;p001;
forearmRight;0.333808;p001;
shoulder;0.301275;p001;
upperBody;0.276789;p001;
hip;0.160908;p001;
lowerBody;0.38708;p001;
body;0.663856;p001;
lowerLegLeft;0.4773;p001;
upperLegLeft;0.441509;p001;
upperLegRight;0.443479;p001;
lowerLegRight;0.473157;p001;
forearmLeft;0.344995;p001;
upperarmLeft;0.254437;p001;
shoulderHalfLeft;0.177568;p001;
neck;0.0886253;p001;
shoulderHalfRight;0.200625;p001;
upperarmRight;0.263622;p001;
forearmRight;0.336451;p001;
shoulder;0.301106;p001;
upperBody;0.276878;p001;
hip;0.160894;p001;
lowerBody;0.387268;p001;
body;0.664132;p001;
lowerLegLeft;0.476743;p001;
upperLegLeft;0.441285;p001;
upperLegRight;0.443376;p001;
lowerLegRight;0.472839;p001;
forearmLeft;0.34509;p001;
upperarmLeft;0.254397;p001;
shoulderHalfLeft;0.177286;p001;
neck;0.0885978;p001;
shoulderHalfRight;0.200438;p001;
upperarmRight;0.263996;p001;
forearmRight;0.333673;p001;
shoulder;0.300922;p001;
upperBody;0.276843;p001;
hip;0.160962;p001;
lowerBody;0.387134;p001;
body;0.663965;p001;
lowerLegLeft;0.476167;p001;
upperLegLeft;0.441104;p001;
upperLegRight;0.443069;p001;
lowerLegRight;0.472566;p001;
forearmLeft;0.347497;p001;
upperarmLeft;0.254428;p001;
shoulderHalfLeft;0.177031;p001;
neck;0.0885535;p001;
shoulderHalfRight;0.200177;p001;
upperarmRight;0.264868;p001;
forearmRight;0.330412;p001;
shoulder;0.300632;p001;
upperBody;0.276792;p001;
hip;0.160955;p001;
lowerBody;0.387033;p001;
body;0.663813;p001;
lowerLegLeft;0.477297;p001;
upperLegLeft;0.441158;p001;
upperLegRight;0.443082;p001;
lowerLegRight;0.472991;p001;
forearmLeft;0.347712;p001;
upperarmLeft;0.254413;p001;
shoulderHalfLeft;0.17692;p001;
neck;0.0885375;p001;
shoulderHalfRight;0.200158;p001;
upperarmRight;0.265046;p001;
forearmRight;0.331512;p001;
shoulder;0.300582;p001;
upperBody;0.276757;p001;
hip;0.160939;p001;
lowerBody;0.386987;p001;
body;0.663731;p001;
lowerLegLeft;0.476996;p001;
upperLegLeft;0.440991;p001;
upperLegRight;0.443086;p001;
lowerLegRight;0.473492;p001;
forearmLeft;0.336535;p001;
upperarmLeft;0.254339;p001;
shoulderHalfLeft;0.176688;p001;
neck;0.0884086;p001;
shoulderHalfRight;0.199632;p001;
upperarmRight;0.265296;p001;
forearmRight;0.333614;p001;
shoulder;0.300322;p001;
upperBody;0.276483;p001;
hip;0.160941;p001;
lowerBody;0.386862;p001;
body;0.663331;p001;
lowerLegLeft;0.476825;p001;
upperLegLeft;0.440767;p001;
upperLegRight;0.443055;p001;
lowerLegRight;0.473506;p001;
forearmLeft;0.345213;p001;
upperarmLeft;0.254324;p001;
shoulderHalfLeft;0.176815;p001;
neck;0.0884692;p001;
shoulderHalfRight;0.199926;p001;
upperarmRight;0.265265;p001;
forearmRight;0.333315;p001;
shoulder;0.300396;p001;
upperBody;0.276592;p001;
hip;0.160943;p001;
lowerBody;0.386936;p001;
body;0.663514;p001;
lowerLegLeft;0.477091;p001;
upperLegLeft;0.440556;p001;
upperLegRight;0.443124;p001;
lowerLegRight;0.472577;p001;
forearmLeft;0.346876;p001;
upperarmLeft;0.254484;p001;
shoulderHalfLeft;0.176793;p001;
neck;0.0884826;p001;
shoulderHalfRight;0.199993;p001;
upperarmRight;0.265237;p001;
forearmRight;0.333782;p001;
shoulder;0.300355;p001;
upperBody;0.276618;p001;
hip;0.16081;p001;
lowerBody;0.386967;p001;
body;0.663571;p001;
lowerLegLeft;0.477589;p001;
upperLegLeft;0.440498;p001;
upperLegRight;0.443058;p001;
lowerLegRight;0.472962;p001;
forearmLeft;0.345986;p001;
upperarmLeft;0.254693;p001;
shoulderHalfLeft;0.176753;p001;
neck;0.0884742;p001;
shoulderHalfRight;0.199972;p001;
upperarmRight;0.265216;p001;
forearmRight;0.33291;p001;
shoulder;0.300387;p001;
upperBody;0.276592;p001;
hip;0.160788;p001;
lowerBody;0.386952;p001;
body;0.663531;p001;
lowerLegLeft;0.477146;p001;
upperLegLeft;0.440912;p001;
upperLegRight;0.443101;p001;
lowerLegRight;0.472864;p001;
forearmLeft;0.341137;p001;
upperarmLeft;0.254598;p001;
shoulderHalfLeft;0.176745;p001;
neck;0.0884844;p001;
shoulderHalfRight;0.199966;p001;
upperarmRight;0.265504;p001;
forearmRight;0.333282;p001;
shoulder;0.300314;p001;
upperBody;0.276596;p001;
hip;0.160835;p001;
lowerBody;0.386975;p001;
body;0.663557;p001;
lowerLegLeft;0.476821;p001;
upperLegLeft;0.440793;p001;
upperLegRight;0.44316;p001;
lowerLegRight;0.472514;p001;
forearmLeft;0.343232;p001;
upperarmLeft;0.254639;p001;
shoulderHalfLeft;0.176701;p001;
neck;0.0884838;p001;
shoulderHalfRight;0.199987;p001;
upperarmRight;0.265539;p001;
forearmRight;0.332839;p001;
shoulder;0.300336;p001;
upperBody;0.276587;p001;
hip;0.160836;p001;
lowerBody;0.386962;p001;
body;0.663535;p001;
lowerLegLeft;0.476804;p001;
upperLegLeft;0.440892;p001;
upperLegRight;0.443243;p001;
lowerLegRight;0.472485;p001;
forearmLeft;0.343198;p001;
upperarmLeft;0.254598;p001;
shoulderHalfLeft;0.176612;p001;
neck;0.0884606;p001;
shoulderHalfRight;0.200164;p001;
upperarmRight;0.265607;p001;
forearmRight;0.330186;p001;
shoulder;0.300595;p001;
upperBody;0.276521;p001;
hip;0.160852;p001;
lowerBody;0.386934;p001;
body;0.66344;p001;
lowerLegLeft;0.477888;p001;
upperLegLeft;0.440934;p001;
upperLegRight;0.443639;p001;
lowerLegRight;0.472203;p001;
forearmLeft;0.341152;p001;
upperarmLeft;0.254494;p001;
shoulderHalfLeft;0.176567;p001;
neck;0.0884298;p001;
shoulderHalfRight;0.200067;p001;
upperarmRight;0.265684;p001;
forearmRight;0.329026;p001;
shoulder;0.300595;p001;
upperBody;0.276443;p001;
hip;0.160848;p001;
lowerBody;0.3869;p001;
body;0.663327;p001;
lowerLegLeft;0.477571;p001;
upperLegLeft;0.440857;p001;
upperLegRight;0.443482;p001;
lowerLegRight;0.472184;p001;
forearmLeft;0.344594;p001;
upperarmLeft;0.254416;p001;
shoulderHalfLeft;0.176711;p001;
neck;0.0884647;p001;
shoulderHalfRight;0.200171;p001;
upperarmRight;0.265804;p001;
forearmRight;0.32956;p001;
shoulder;0.300643;p001;
upperBody;0.276513;p001;
hip;0.160908;p001;
lowerBody;0.386945;p001;
body;0.663442;p001;
lowerLegLeft;0.477122;p001;
upperLegLeft;0.440942;p001;
upperLegRight;0.443488;p001;
lowerLegRight;0.472241;p001;
forearmLeft;0.344541;p001;
upperarmLeft;0.254197;p001;
shoulderHalfLeft;0.176807;p001;
neck;0.0884804;p001;
shoulderHalfRight;0.199973;p001;
upperarmRight;0.26612;p001;
forearmRight;0.33157;p001;
shoulder;0.300853;p001;
upperBody;0.276479;p001;
hip;0.161033;p001;
lowerBody;0.386881;p001;
body;0.663342;p001;
lowerLegLeft;0.475857;p001;
upperLegLeft;0.441446;p001;
upperLegRight;0.443491;p001;
lowerLegRight;0.471881;p001;
forearmLeft;0.337782;p001;
upperarmLeft;0.255112;p001;
shoulderHalfLeft;0.176476;p001;
neck;0.0883414;p001;
shoulderHalfRight;0.199494;p001;
upperarmRight;0.258027;p001;
forearmRight;0.343154;p001;
shoulder;0.301508;p001;
upperBody;0.276111;p001;
hip;0.161253;p001;
lowerBody;0.386078;p001;
body;0.66217;p001;
lowerLegLeft;0.476093;p001;
upperLegLeft;0.442496;p001;
upperLegRight;0.444275;p001;
lowerLegRight;0.47178;p001;
forearmLeft;0.334884;p001;
upperarmLeft;0.255384;p001;
shoulderHalfLeft;0.176921;p001;
neck;0.0885334;p001;
shoulderHalfRight;0.199947;p001;
upperarmRight;0.261459;p001;
forearmRight;0.339724;p001;
shoulder;0.301686;p001;
upperBody;0.276437;p001;
hip;0.161258;p001;
lowerBody;0.3862;p001;
body;0.662619;p001;
lowerLegLeft;0.477425;p001;
upperLegLeft;0.442724;p001;
upperLegRight;0.44416;p001;
lowerLegRight;0.471678;p001;
forearmLeft;0.342377;p001;
upperarmLeft;0.25488;p001;
shoulderHalfLeft;0.189971;p001;
neck;0.0889966;p001;
shoulderHalfRight;0.197855;p001;
upperarmRight;0.261111;p001;
forearmRight;0.340556;p001;
shoulder;0.304164;p001;
upperBody;0.278128;p001;
hip;0.161479;p001;
lowerBody;0.389079;p001;
body;0.667193;p001;
lowerLegLeft;0.475419;p001;
upperLegLeft;0.441182;p001;
upperLegRight;0.441753;p001;
lowerLegRight;0.471863;p001;
forearmLeft;0.344124;p001;
upperarmLeft;0.255418;p001;
shoulderHalfLeft;0.189153;p001;
neck;0.0888753;p001;
shoulderHalfRight;0.19734;p001;
upperarmRight;0.269658;p001;
forearmRight;0.33426;p001;
shoulder;0.303414;p001;
upperBody;0.27791;p001;
hip;0.161804;p001;
lowerBody;0.388975;p001;
body;0.666872;p001;
lowerLegLeft;0.476604;p001;
upperLegLeft;0.44071;p001;
upperLegRight;0.442081;p001;
lowerLegRight;0.471653;p001;
forearmLeft;0.344285;p001;
upperarmLeft;0.255535;p001;
shoulderHalfLeft;0.189487;p001;
neck;0.0890403;p001;
shoulderHalfRight;0.197803;p001;
upperarmRight;0.269834;p001;
forearmRight;0.333869;p001;
shoulder;0.303366;p001;
upperBody;0.27824;p001;
hip;0.161832;p001;
lowerBody;0.389239;p001;
body;0.667466;p001;
lowerLegLeft;0.475381;p001;
upperLegLeft;0.44064;p001;
upperLegRight;0.442353;p001;
lowerLegRight;0.471201;p001;
forearmLeft;0.343863;p001;
upperarmLeft;0.255602;p001;
shoulderHalfLeft;0.18918;p001;
neck;0.0889008;p001;
shoulderHalfRight;0.197573;p001;
upperarmRight;0.27008;p001;
forearmRight;0.333559;p001;
shoulder;0.303615;p001;
upperBody;0.277928;p001;
hip;0.16179;p001;
lowerBody;0.389083;p001;
body;0.666997;p001;
lowerLegLeft;0.476047;p001;
upperLegLeft;0.440511;p001;
upperLegRight;0.442498;p001;
lowerLegRight;0.471548;p001;
forearmLeft;0.343657;p001;
upperarmLeft;0.255506;p001;
shoulderHalfLeft;0.189268;p001;
neck;0.0889062;p001;
shoulderHalfRight;0.197378;p001;
upperarmRight;0.268441;p001;
forearmRight;0.334469;p001;
shoulder;0.303563;p001;
upperBody;0.277937;p001;
hip;0.161805;p001;
lowerBody;0.389064;p001;
body;0.666987;p001;
lowerLegLeft;0.476562;p001;
upperLegLeft;0.440572;p001;
upperLegRight;0.442506;p001;
lowerLegRight;0.471425;p001;
forearmLeft;0.342969;p001;
upperarmLeft;0.255724;p001;
shoulderHalfLeft;0.189151;p001;
neck;0.0888841;p001;
shoulderHalfRight;0.197274;p001;
upperarmRight;0.269134;p001;
forearmRight;0.334983;p001;
shoulder;0.303536;p001;
upperBody;0.277889;p001;
hip;0.161907;p001;
lowerBody;0.388958;p001;
body;0.666833;p001;
lowerLegLeft;0.477272;p001;
upperLegLeft;0.44057;p001;
upperLegRight;0.442675;p001;
lowerLegRight;0.471316;p001;
forearmLeft;0.342648;p001;
upperarmLeft;0.256215;p001;
shoulderHalfLeft;0.189031;p001;
neck;0.088851;p001;
shoulderHalfRight;0.197192;p001;
upperarmRight;0.269427;p001;
forearmRight;0.334061;p001;
shoulder;0.303609;p001;
upperBody;0.2778;p001;
hip;0.162027;p001;
lowerBody;0.388843;p001;
body;0.66663;p001;
lowerLegLeft;0.478475;p001;
upperLegLeft;0.440746;p001;
upperLegRight;0.442739;p001;
lowerLegRight;0.470529;p001;
forearmLeft;0.343034;p001;
upperarmLeft;0.256377;p001;
shoulderHalfLeft;0.188835;p001;
neck;0.0888077;p001;
shoulderHalfRight;0.19707;p001;
upperarmRight;0.270059;p001;
forearmRight;0.3327;p001;
shoulder;0.303567;p001;
upperBody;0.277678;p001;
hip;0.162068;p001;
lowerBody;0.388759;p001;
body;0.666422;p001;
lowerLegLeft;0.477583;p001;
upperLegLeft;0.441134;p001;
upperLegRight;0.442679;p001;
lowerLegRight;0.471702;p001;
forearmLeft;0.341714;p001;
upperarmLeft;0.256578;p001;
shoulderHalfLeft;0.18905;p001;
neck;0.0889807;p001;
shoulderHalfRight;0.19741;p001;
upperarmRight;0.270189;p001;
forearmRight;0.332484;p001;
shoulder;0.303562;p001;
upperBody;0.277938;p001;
hip;0.162273;p001;
lowerBody;0.388837;p001;
body;0.66676;p001;
lowerLegLeft;0.47954;p001;
upperLegLeft;0.44111;p001;
upperLegRight;0.442771;p001;
lowerLegRight;0.47157;p001;
forearmLeft;0.34271;p001;
upperarmLeft;0.25659;p001;
shoulderHalfLeft;0.189506;p001;
neck;0.0890966;p001;
shoulderHalfRight;0.19802;p001;
upperarmRight;0.269423;p001;
forearmRight;0.33143;p001;
shoulder;0.303649;p001;
upperBody;0.278243;p001;
hip;0.162344;p001;
lowerBody;0.389111;p001;
body;0.667339;p001;
lowerLegLeft;0.47863;p001;
upperLegLeft;0.441307;p001;
upperLegRight;0.443074;p001;
lowerLegRight;0.472035;p001;
forearmLeft;0.342049;p001;
upperarmLeft;0.25658;p001;
shoulderHalfLeft;0.190045;p001;
neck;0.0892722;p001;
shoulderHalfRight;0.198415;p001;
upperarmRight;0.27017;p001;
forearmRight;0.330807;p001;
shoulder;0.303587;p001;
upperBody;0.278653;p001;
hip;0.162362;p001;
lowerBody;0.389344;p001;
body;0.667984;p001;
lowerLegLeft;0.479513;p001;
upperLegLeft;0.441296;p001;
upperLegRight;0.443041;p001;
