feature;value;class;
lowerBody;0.322204;p011;
body;0.559092;p011;
lowerLegLeft;0.403993;p011;
upperLegLeft;0.426917;p011;
upperLegRight;0.341843;p011;
lowerLegRight;0.486958;p011;
forearmLeft;0.335908;p011;
upperarmLeft;0.262298;p011;
shoulderHalfLeft;0.178936;p011;
neck;0.0775567;p011;
shoulderHalfRight;0.154558;p011;
upperarmRight;0.278305;p011;
forearmRight;0.335373;p011;
shoulder;0.312759;p011;
upperBody;0.237185;p011;
hip;0.120453;p011;
lowerBody;0.322327;p011;
body;0.559453;p011;
lowerLegLeft;0.490411;p011;
upperLegLeft;0.332472;p011;
upperLegRight;0.339217;p011;
lowerLegRight;0.489481;p011;
forearmLeft;0.34051;p011;
upperarmLeft;0.261712;p011;
shoulderHalfLeft;0.178882;p011;
neck;0.0775734;p011;
shoulderHalfRight;0.154598;p011;
upperarmRight;0.278427;p011;
forearmRight;0.348494;p011;
shoulder;0.312572;p011;
upperBody;0.237234;p011;
hip;0.120143;p011;
lowerBody;0.322559;p011;
body;0.559734;p011;
lowerLegLeft;0.489666;p011;
upperLegLeft;0.33224;p011;
upperLegRight;0.338552;p011;
lowerLegRight;0.489624;p011;
forearmLeft;0.335557;p011;
upperarmLeft;0.262634;p011;
shoulderHalfLeft;0.178595;p011;
neck;0.0775481;p011;
shoulderHalfRight;0.153809;p011;
upperarmRight;0.27786;p011;
forearmRight;0.353407;p011;
shoulder;0.311385;p011;
upperBody;0.237188;p011;
hip;0.120146;p011;
lowerBody;0.32255;p011;
body;0.55968;p011;
lowerLegLeft;0.482966;p011;
upperLegLeft;0.333921;p011;
upperLegRight;0.342723;p011;
lowerLegRight;0.487323;p011;
forearmLeft;0.338656;p011;
upperarmLeft;0.261462;p011;
shoulderHalfLeft;0.178541;p011;
neck;0.0775102;p011;
shoulderHalfRight;0.15428;p011;
upperarmRight;0.278946;p011;
forearmRight;0.359271;p011;
shoulder;0.312223;p011;
upperBody;0.237107;p011;
hip;0.120297;p011;
lowerBody;0.322525;p011;
body;0.559573;p011;
lowerLegLeft;0.485191;p011;
upperLegLeft;0.334244;p011;
upperLegRight;0.342927;p011;
lowerLegRight;0.486475;p011;
forearmLeft;0.336212;p011;
upperarmLeft;0.263331;p011;
shoulderHalfLeft;0.179076;p011;
neck;0.077387;p011;
shoulderHalfRight;0.153477;p011;
upperarmRight;0.282693;p011;
forearmRight;0.358688;p011;
shoulder;0.311322;p011;
upperBody;0.236969;p011;
hip;0.12015;p011;
lowerBody;0.322555;p011;
body;0.559469;p011;
lowerLegLeft;0.480062;p011;
upperLegLeft;0.339822;p011;
upperLegRight;0.337634;p011;
lowerLegRight;0.491175;p011;
forearmLeft;0.355801;p011;
upperarmLeft;0.263232;p011;
shoulderHalfLeft;0.178671;p011;
neck;0.0773012;p011;
shoulderHalfRight;0.154414;p011;
upperarmRight;0.283234;p011;
forearmRight;0.359685;p011;
shoulder;0.312854;p011;
upperBody;0.236816;p011;
hip;0.120118;p011;
lowerBody;0.322367;p011;
body;0.55913;p011;
lowerLegLeft;0.482577;p011;
upperLegLeft;0.339507;p011;
upperLegRight;0.336603;p011;
lowerLegRight;0.491266;p011;
forearmLeft;0.352104;p011;
upperarmLeft;0.262667;p011;
shoulderHalfLeft;0.178684;p011;
neck;0.07728;p011;
shoulderHalfRight;0.153077;p011;
upperarmRight;0.280611;p011;
forearmRight;0.365929;p011;
shoulder;0.311073;p011;
upperBody;0.236742;p011;
hip;0.120045;p011;
lowerBody;0.322297;p011;
body;0.558984;p011;
lowerLegLeft;0.48495;p011;
upperLegLeft;0.338988;p011;
upperLegRight;0.334677;p011;
lowerLegRight;0.493081;p011;
forearmLeft;0.349798;p011;
upperarmLeft;0.263213;p011;
shoulderHalfLeft;0.178813;p011;
neck;0.077374;p011;
shoulderHalfRight;0.153771;p011;
upperarmRight;0.278557;p011;
forearmRight;0.314882;p011;
shoulder;0.311211;p011;
upperBody;0.236916;p011;
hip;0.12023;p011;
lowerBody;0.322449;p011;
body;0.559309;p011;
lowerLegLeft;0.482418;p011;
upperLegLeft;0.337043;p011;
upperLegRight;0.340937;p011;
lowerLegRight;0.487119;p011;
forearmLeft;0.33959;p011;
upperarmLeft;0.262973;p011;
shoulderHalfLeft;0.178821;p011;
neck;0.0773668;p011;
shoulderHalfRight;0.154277;p011;
upperarmRight;0.28056;p011;
forearmRight;0.312889;p011;
shoulder;0.312737;p011;
upperBody;0.2369;p011;
hip;0.120329;p011;
lowerBody;0.322493;p011;
body;0.559337;p011;
lowerLegLeft;0.483023;p011;
upperLegLeft;0.33685;p011;
upperLegRight;0.338157;p011;
lowerLegRight;0.490069;p011;
forearmLeft;0.349984;p011;
upperarmLeft;0.262608;p011;
shoulderHalfLeft;0.179071;p011;
neck;0.0776737;p011;
shoulderHalfRight;0.155127;p011;
upperarmRight;0.281691;p011;
forearmRight;0.309729;p011;
shoulder;0.313751;p011;
upperBody;0.237596;p011;
hip;0.120166;p011;
lowerBody;0.323027;p011;
body;0.560566;p011;
lowerLegLeft;0.476533;p011;
upperLegLeft;0.336825;p011;
upperLegRight;0.338465;p011;
lowerLegRight;0.49009;p011;
forearmLeft;0.32897;p011;
upperarmLeft;0.262315;p011;
shoulderHalfLeft;0.178909;p011;
neck;0.0777339;p011;
shoulderHalfRight;0.155694;p011;
upperarmRight;0.280926;p011;
forearmRight;0.307483;p011;
shoulder;0.313973;p011;
upperBody;0.237784;p011;
hip;0.120423;p011;
lowerBody;0.323287;p011;
body;0.561014;p011;
lowerLegLeft;0.477684;p011;
upperLegLeft;0.335647;p011;
upperLegRight;0.33639;p011;
lowerLegRight;0.49209;p011;
forearmLeft;0.364044;p011;
upperarmLeft;0.264275;p011;
shoulderHalfLeft;0.179094;p011;
neck;0.077766;p011;
shoulderHalfRight;0.153977;p011;
upperarmRight;0.278104;p011;
forearmRight;0.307238;p011;
shoulder;0.31036;p011;
upperBody;0.237926;p011;
hip;0.120369;p011;
lowerBody;0.323622;p011;
body;0.561491;p011;
lowerLegLeft;0.479314;p011;
upperLegLeft;0.338302;p011;
upperLegRight;0.334929;p011;
lowerLegRight;0.492715;p011;
forearmLeft;0.337799;p011;
upperarmLeft;0.263703;p011;
shoulderHalfLeft;0.178904;p011;
neck;0.0776482;p011;
shoulderHalfRight;0.153753;p011;
upperarmRight;0.275913;p011;
forearmRight;0.304307;p011;
shoulder;0.30943;p011;
upperBody;0.237659;p011;
hip;0.120037;p011;
lowerBody;0.323437;p011;
body;0.56104;p011;
lowerLegLeft;0.478652;p011;
upperLegLeft;0.337605;p011;
upperLegRight;0.332999;p011;
lowerLegRight;0.494585;p011;
forearmLeft;0.333198;p011;
upperarmLeft;0.262777;p011;
shoulderHalfLeft;0.178959;p011;
neck;0.0776238;p011;
shoulderHalfRight;0.154451;p011;
upperarmRight;0.279496;p011;
forearmRight;0.300775;p011;
shoulder;0.313349;p011;
upperBody;0.237527;p011;
hip;0.120219;p011;
lowerBody;0.323189;p011;
body;0.56066;p011;
lowerLegLeft;0.479148;p011;
upperLegLeft;0.338141;p011;
upperLegRight;0.332985;p011;
lowerLegRight;0.495023;p011;
forearmLeft;0.351401;p011;
upperarmLeft;0.261643;p011;
shoulderHalfLeft;0.177953;p011;
neck;0.0774412;p011;
shoulderHalfRight;0.154873;p011;
upperarmRight;0.278021;p011;
forearmRight;0.3214;p011;
shoulder;0.312229;p011;
upperBody;0.237092;p011;
hip;0.12039;p011;
lowerBody;0.322873;p011;
body;0.559909;p011;
lowerLegLeft;0.479097;p011;
upperLegLeft;0.337376;p011;
upperLegRight;0.334699;p011;
lowerLegRight;0.492769;p011;
forearmLeft;0.341109;p011;
upperarmLeft;0.260651;p011;
shoulderHalfLeft;0.178573;p011;
neck;0.0775171;p011;
shoulderHalfRight;0.155859;p011;
upperarmRight;0.287569;p011;
forearmRight;0.32077;p011;
shoulder;0.314293;p011;
upperBody;0.237314;p011;
hip;0.120341;p011;
lowerBody;0.323145;p011;
body;0.560404;p011;
lowerLegLeft;0.477875;p011;
upperLegLeft;0.340834;p011;
upperLegRight;0.332556;p011;
lowerLegRight;0.49524;p011;
forearmLeft;0.367789;p011;
upperarmLeft;0.260052;p011;
shoulderHalfLeft;0.178767;p011;
neck;0.0775155;p011;
shoulderHalfRight;0.154719;p011;
upperarmRight;0.282789;p011;
forearmRight;0.30741;p011;
shoulder;0.312104;p011;
upperBody;0.237351;p011;
hip;0.120226;p011;
lowerBody;0.323264;p011;
body;0.560562;p011;
lowerLegLeft;0.481475;p011;
upperLegLeft;0.336877;p011;
upperLegRight;0.33366;p011;
lowerLegRight;0.494342;p011;
forearmLeft;0.356198;p011;
upperarmLeft;0.260417;p011;
shoulderHalfLeft;0.178727;p011;
neck;0.0775361;p011;
shoulderHalfRight;0.153958;p011;
upperarmRight;0.283111;p011;
forearmRight;0.323745;p011;
shoulder;0.30969;p011;
upperBody;0.237431;p011;
hip;0.120405;p011;
lowerBody;0.323402;p011;
body;0.560779;p011;
lowerLegLeft;0.481366;p011;
upperLegLeft;0.336554;p011;
upperLegRight;0.339567;p011;
lowerLegRight;0.488916;p011;
forearmLeft;0.356055;p011;
upperarmLeft;0.260105;p011;
shoulderHalfLeft;0.179025;p011;
neck;0.0775843;p011;
shoulderHalfRight;0.153889;p011;
upperarmRight;0.282103;p011;
forearmRight;0.317598;p011;
shoulder;0.309471;p011;
upperBody;0.237558;p011;
hip;0.120385;p011;
lowerBody;0.323523;p011;
body;0.561027;p011;
lowerLegLeft;0.488862;p011;
upperLegLeft;0.329736;p011;
upperLegRight;0.339284;p011;
lowerLegRight;0.488948;p011;
forearmLeft;0.352074;p011;
upperarmLeft;0.259848;p011;
shoulderHalfLeft;0.177875;p011;
neck;0.0774538;p011;
shoulderHalfRight;0.156497;p011;
upperarmRight;0.285906;p011;
forearmRight;0.327277;p011;
shoulder;0.31385;p011;
upperBody;0.237213;p011;
hip;0.120938;p011;
lowerBody;0.323006;p011;
body;0.560162;p011;
lowerLegLeft;0.473254;p011;
upperLegLeft;0.340677;p011;
upperLegRight;0.339388;p011;
lowerLegRight;0.489076;p011;
forearmLeft;0.356692;p011;
upperarmLeft;0.259758;p011;
shoulderHalfLeft;0.178618;p011;
neck;0.0775153;p011;
shoulderHalfRight;0.155978;p011;
upperarmRight;0.282727;p011;
forearmRight;0.359524;p011;
shoulder;0.312969;p011;
upperBody;0.237377;p011;
hip;0.121224;p011;
lowerBody;0.323406;p011;
body;0.560728;p011;
lowerLegLeft;0.47354;p011;
upperLegLeft;0.340235;p011;
upperLegRight;0.338648;p011;
lowerLegRight;0.488695;p011;
forearmLeft;0.343353;p011;
upperarmLeft;0.259053;p011;
shoulderHalfLeft;0.17857;p011;
neck;0.0773509;p011;
shoulderHalfRight;0.156356;p011;
upperarmRight;0.283097;p011;
forearmRight;0.333419;p011;
shoulder;0.314494;p011;
upperBody;0.237023;p011;
hip;0.121141;p011;
lowerBody;0.323245;p011;
body;0.560212;p011;
lowerLegLeft;0.474928;p011;
upperLegLeft;0.338102;p011;
upperLegRight;0.336669;p011;
lowerLegRight;0.49095;p011;
forearmLeft;0.338972;p011;
upperarmLeft;0.258887;p011;
shoulderHalfLeft;0.178738;p011;
neck;0.0773232;p011;
shoulderHalfRight;0.155578;p011;
upperarmRight;0.280329;p011;
forearmRight;0.332603;p011;
shoulder;0.313197;p011;
upperBody;0.236922;p011;
hip;0.121113;p011;
lowerBody;0.323115;p011;
body;0.55998;p011;
lowerLegLeft;0.473202;p011;
upperLegLeft;0.338029;p011;
upperLegRight;0.336459;p011;
lowerLegRight;0.491166;p011;
forearmLeft;0.340758;p011;
upperarmLeft;0.258882;p011;
shoulderHalfLeft;0.177947;p011;
neck;0.0770844;p011;
shoulderHalfRight;0.15653;p011;
upperarmRight;0.283805;p011;
forearmRight;0.332152;p011;
shoulder;0.316206;p011;
upperBody;0.236478;p011;
hip;0.120775;p011;
lowerBody;0.322605;p011;
body;0.559028;p011;
lowerLegLeft;0.474569;p011;
upperLegLeft;0.338454;p011;
upperLegRight;0.336764;p011;
lowerLegRight;0.491051;p011;
forearmLeft;0.343003;p011;
upperarmLeft;0.259788;p011;
shoulderHalfLeft;0.17772;p011;
neck;0.0771025;p011;
shoulderHalfRight;0.155447;p011;
upperarmRight;0.278707;p011;
forearmRight;0.326725;p011;
shoulder;0.313577;p011;
upperBody;0.23651;p011;
hip;0.120699;p011;
lowerBody;0.322605;p011;
body;0.559059;p011;
lowerLegLeft;0.476583;p011;
upperLegLeft;0.338087;p011;
upperLegRight;0.336023;p011;
lowerLegRight;0.491515;p011;
forearmLeft;0.345833;p011;
upperarmLeft;0.25762;p011;
shoulderHalfLeft;0.176693;p011;
neck;0.0770313;p011;
shoulderHalfRight;0.154808;p011;
upperarmRight;0.278342;p011;
forearmRight;0.327462;p011;
shoulder;0.311164;p011;
upperBody;0.236204;p011;
hip;0.12078;p011;
lowerBody;0.322368;p011;
body;0.558514;p011;
lowerLegLeft;0.480088;p011;
upperLegLeft;0.33523;p011;
upperLegRight;0.33379;p011;
lowerLegRight;0.493406;p011;
forearmLeft;0.362699;p011;
upperarmLeft;0.258237;p011;
shoulderHalfLeft;0.176696;p011;
neck;0.0770481;p011;
shoulderHalfRight;0.154772;p011;
upperarmRight;0.276602;p011;
forearmRight;0.329165;p011;
shoulder;0.310592;p011;
upperBody;0.236235;p011;
hip;0.120754;p011;
lowerBody;0.322353;p011;
body;0.558529;p011;
lowerLegLeft;0.480918;p011;
upperLegLeft;0.334543;p011;
upperLegRight;0.334448;p011;
lowerLegRight;0.49258;p011;
forearmLeft;0.346714;p011;
upperarmLeft;0.257532;p011;
shoulderHalfLeft;0.17708;p011;
neck;0.077336;p011;
shoulderHalfRight;0.155133;p011;
upperarmRight;0.276207;p011;
forearmRight;0.323538;p011;
shoulder;0.310158;p011;
upperBody;0.236834;p011;
hip;0.120657;p011;
lowerBody;0.322773;p011;
body;0.559549;p011;
lowerLegLeft;0.478642;p011;
upperLegLeft;0.33473;p011;
upperLegRight;0.335865;p011;
lowerLegRight;0.491052;p011;
forearmLeft;0.360861;p011;
upperarmLeft;0.257616;p011;
shoulderHalfLeft;0.177272;p011;
neck;0.0773405;p011;
shoulderHalfRight;0.155375;p011;
upperarmRight;0.274544;p011;
forearmRight;0.357486;p011;
shoulder;0.309886;p011;
upperBody;0.236912;p011;
hip;0.120894;p011;
lowerBody;0.322919;p011;
body;0.559772;p011;
lowerLegLeft;0.480041;p011;
upperLegLeft;0.332785;p011;
upperLegRight;0.336258;p011;
lowerLegRight;0.489269;p011;
forearmLeft;0.35263;p011;
upperarmLeft;0.257317;p011;
shoulderHalfLeft;0.177141;p011;
neck;0.0773167;p011;
shoulderHalfRight;0.155314;p011;
upperarmRight;0.275362;p011;
forearmRight;0.352854;p011;
shoulder;0.309899;p011;
upperBody;0.23682;p011;
hip;0.120954;p011;
lowerBody;0.322776;p011;
body;0.559536;p011;
lowerLegLeft;0.480874;p011;
upperLegLeft;0.332128;p011;
upperLegRight;0.336209;p011;
lowerLegRight;0.489333;p011;
forearmLeft;0.352374;p011;
upperarmLeft;0.257799;p011;
shoulderHalfLeft;0.176816;p011;
neck;0.0772085;p011;
shoulderHalfRight;0.154855;p011;
upperarmRight;0.282639;p011;
forearmRight;0.370341;p011;
shoulder;0.309241;p011;
upperBody;0.236536;p011;
hip;0.120931;p011;
lowerBody;0.322605;p011;
body;0.55908;p011;
lowerLegLeft;0.480423;p011;
upperLegLeft;0.332241;p011;
upperLegRight;0.335552;p011;
lowerLegRight;0.489957;p011;
forearmLeft;0.360634;p011;
upperarmLeft;0.258424;p011;
shoulderHalfLeft;0.17705;p011;
neck;0.0772635;p011;
shoulderHalfRight;0.154747;p011;
upperarmRight;0.273906;p011;
forearmRight;0.368929;p011;
shoulder;0.309602;p011;
upperBody;0.236579;p011;
hip;0.121002;p011;
lowerBody;0.322528;p011;
body;0.559048;p011;
lowerLegLeft;0.482082;p011;
upperLegLeft;0.330841;p011;
upperLegRight;0.333589;p011;
lowerLegRight;0.493078;p011;
forearmLeft;0.336544;p011;
upperarmLeft;0.258506;p011;
shoulderHalfLeft;0.177222;p011;
neck;0.0774376;p011;
shoulderHalfRight;0.154325;p011;
upperarmRight;0.272581;p011;
forearmRight;0.336048;p011;
shoulder;0.307803;p011;
upperBody;0.236914;p011;
hip;0.120997;p011;
lowerBody;0.322893;p011;
body;0.559745;p011;
lowerLegLeft;0.482458;p011;
upperLegLeft;0.331166;p011;
upperLegRight;0.333932;p011;
lowerLegRight;0.493097;p011;
forearmLeft;0.349966;p011;
upperarmLeft;0.257708;p011;
shoulderHalfLeft;0.177929;p011;
neck;0.0774994;p011;
shoulderHalfRight;0.15384;p011;
upperarmRight;0.272298;p011;
forearmRight;0.310636;p011;
shoulder;0.308253;p011;
upperBody;0.237019;p011;
hip;0.121025;p011;
lowerBody;0.322928;p011;
body;0.559883;p011;
lowerLegLeft;0.483109;p011;
upperLegLeft;0.330895;p011;
upperLegRight;0.335077;p011;
lowerLegRight;0.492675;p011;
forearmLeft;0.341652;p011;
upperarmLeft;0.257371;p011;
shoulderHalfLeft;0.177724;p011;
neck;0.0774778;p011;
shoulderHalfRight;0.15408;p011;
upperarmRight;0.272847;p011;
forearmRight;0.346233;p011;
shoulder;0.308508;p011;
upperBody;0.236962;p011;
hip;0.121197;p011;
lowerBody;0.322819;p011;
body;0.559717;p011;
lowerLegLeft;0.483266;p011;
upperLegLeft;0.331164;p011;
upperLegRight;0.335994;p011;
lowerLegRight;0.491987;p011;
forearmLeft;0.33619;p011;
upperarmLeft;0.258845;p011;
shoulderHalfLeft;0.177722;p011;
neck;0.0775158;p011;
shoulderHalfRight;0.154186;p011;
upperarmRight;0.277346;p011;
forearmRight;0.352093;p011;
shoulder;0.308478;p011;
upperBody;0.237042;p011;
hip;0.12123;p011;
lowerBody;0.322878;p011;
body;0.559857;p011;
lowerLegLeft;0.479139;p011;
upperLegLeft;0.333654;p011;
upperLegRight;0.336127;p011;
lowerLegRight;0.490724;p011;
forearmLeft;0.343101;p011;
upperarmLeft;0.258509;p011;
shoulderHalfLeft;0.177808;p011;
neck;0.0773334;p011;
shoulderHalfRight;0.15486;p011;
upperarmRight;0.275425;p011;
forearmRight;0.354078;p011;
shoulder;0.312042;p011;
upperBody;0.236728;p011;
hip;0.121138;p011;
lowerBody;0.322694;p011;
body;0.55936;p011;
lowerLegLeft;0.475719;p011;
upperLegLeft;0.333711;p011;
upperLegRight;0.336017;p011;
