feature;value;class;
shoulderHalfLeft;0.19266;p006;
neck;0.0827566;p006;
shoulderHalfRight;0.174195;p006;
upperarmRight;0.289548;p006;
forearmRight;0.277031;p006;
shoulder;0.290433;p006;
upperBody;0.25264;p006;
hip;0.111466;p006;
lowerBody;0.343212;p006;
body;0.595792;p006;
lowerLegLeft;0.450983;p006;
upperLegLeft;0.374661;p006;
upperLegRight;0.371914;p006;
lowerLegRight;0.464876;p006;
forearmLeft;0.296944;p006;
upperarmLeft;0.287607;p006;
shoulderHalfLeft;0.192351;p006;
neck;0.0830153;p006;
shoulderHalfRight;0.173041;p006;
upperarmRight;0.289494;p006;
forearmRight;0.282393;p006;
shoulder;0.288953;p006;
upperBody;0.253259;p006;
hip;0.11147;p006;
lowerBody;0.343728;p006;
body;0.596926;p006;
lowerLegLeft;0.452797;p006;
upperLegLeft;0.374886;p006;
upperLegRight;0.372203;p006;
lowerLegRight;0.464614;p006;
forearmLeft;0.297906;p006;
upperarmLeft;0.287583;p006;
shoulderHalfLeft;0.192676;p006;
neck;0.0831891;p006;
shoulderHalfRight;0.173434;p006;
upperarmRight;0.289432;p006;
forearmRight;0.276424;p006;
shoulder;0.288642;p006;
upperBody;0.253515;p006;
hip;0.111229;p006;
lowerBody;0.343875;p006;
body;0.597326;p006;
lowerLegLeft;0.451858;p006;
upperLegLeft;0.375757;p006;
upperLegRight;0.371758;p006;
lowerLegRight;0.466225;p006;
forearmLeft;0.30806;p006;
upperarmLeft;0.285917;p006;
shoulderHalfLeft;0.192399;p006;
neck;0.0831842;p006;
shoulderHalfRight;0.173298;p006;
upperarmRight;0.289404;p006;
forearmRight;0.277851;p006;
shoulder;0.28813;p006;
upperBody;0.253525;p006;
hip;0.111134;p006;
lowerBody;0.343894;p006;
body;0.597354;p006;
lowerLegLeft;0.453707;p006;
upperLegLeft;0.374021;p006;
upperLegRight;0.372187;p006;
lowerLegRight;0.464973;p006;
forearmLeft;0.31262;p006;
upperarmLeft;0.287151;p006;
shoulderHalfLeft;0.192348;p006;
neck;0.0831527;p006;
shoulderHalfRight;0.173346;p006;
upperarmRight;0.289377;p006;
forearmRight;0.241058;p006;
shoulder;0.288289;p006;
upperBody;0.253449;p006;
hip;0.111269;p006;
lowerBody;0.343837;p006;
body;0.597224;p006;
lowerLegLeft;0.454937;p006;
upperLegLeft;0.373822;p006;
upperLegRight;0.370116;p006;
lowerLegRight;0.466785;p006;
forearmLeft;0.314381;p006;
upperarmLeft;0.289016;p006;
shoulderHalfLeft;0.192419;p006;
neck;0.0831558;p006;
shoulderHalfRight;0.173006;p006;
upperarmRight;0.289344;p006;
forearmRight;0.237088;p006;
shoulder;0.287565;p006;
upperBody;0.25349;p006;
hip;0.110901;p006;
lowerBody;0.343952;p006;
body;0.597381;p006;
lowerLegLeft;0.454295;p006;
upperLegLeft;0.37486;p006;
upperLegRight;0.371729;p006;
lowerLegRight;0.464535;p006;
forearmLeft;0.313345;p006;
upperarmLeft;0.289678;p006;
shoulderHalfLeft;0.193591;p006;
neck;0.0829972;p006;
shoulderHalfRight;0.173309;p006;
upperarmRight;0.289275;p006;
forearmRight;0.282688;p006;
shoulder;0.289529;p006;
upperBody;0.253271;p006;
hip;0.111258;p006;
lowerBody;0.34386;p006;
body;0.597074;p006;
lowerLegLeft;0.454499;p006;
upperLegLeft;0.374266;p006;
upperLegRight;0.372661;p006;
lowerLegRight;0.463552;p006;
forearmLeft;0.314695;p006;
upperarmLeft;0.289756;p006;
shoulderHalfLeft;0.185868;p006;
neck;0.0827187;p006;
shoulderHalfRight;0.17716;p006;
upperarmRight;0.289206;p006;
forearmRight;0.280618;p006;
shoulder;0.291005;p006;
upperBody;0.252503;p006;
hip;0.111071;p006;
lowerBody;0.343232;p006;
body;0.595658;p006;
lowerLegLeft;0.456638;p006;
upperLegLeft;0.372541;p006;
upperLegRight;0.373107;p006;
lowerLegRight;0.462959;p006;
forearmLeft;0.310374;p006;
upperarmLeft;0.289739;p006;
shoulderHalfLeft;0.187048;p006;
neck;0.0832339;p006;
shoulderHalfRight;0.177547;p006;
upperarmRight;0.289186;p006;
forearmRight;0.279751;p006;
shoulder;0.288922;p006;
upperBody;0.253613;p006;
hip;0.111146;p006;
lowerBody;0.343845;p006;
body;0.597402;p006;
lowerLegLeft;0.456643;p006;
upperLegLeft;0.372607;p006;
upperLegRight;0.372257;p006;
lowerLegRight;0.46394;p006;
forearmLeft;0.313651;p006;
upperarmLeft;0.289758;p006;
shoulderHalfLeft;0.187269;p006;
neck;0.0832314;p006;
shoulderHalfRight;0.177942;p006;
upperarmRight;0.289205;p006;
forearmRight;0.276768;p006;
shoulder;0.289105;p006;
upperBody;0.253655;p006;
hip;0.111232;p006;
lowerBody;0.343936;p006;
body;0.597538;p006;
lowerLegLeft;0.462697;p006;
upperLegLeft;0.366836;p006;
upperLegRight;0.37157;p006;
lowerLegRight;0.464832;p006;
forearmLeft;0.314225;p006;
upperarmLeft;0.289752;p006;
shoulderHalfLeft;0.187995;p006;
neck;0.0832673;p006;
shoulderHalfRight;0.177993;p006;
upperarmRight;0.289237;p006;
forearmRight;0.282693;p006;
shoulder;0.289163;p006;
upperBody;0.253752;p006;
hip;0.111249;p006;
lowerBody;0.3441;p006;
body;0.597799;p006;
lowerLegLeft;0.46244;p006;
upperLegLeft;0.366895;p006;
upperLegRight;0.370137;p006;
lowerLegRight;0.465937;p006;
forearmLeft;0.314728;p006;
upperarmLeft;0.289818;p006;
shoulderHalfLeft;0.189168;p006;
neck;0.083522;p006;
shoulderHalfRight;0.178768;p006;
upperarmRight;0.289295;p006;
forearmRight;0.282718;p006;
shoulder;0.289421;p006;
upperBody;0.25445;p006;
hip;0.111325;p006;
lowerBody;0.344509;p006;
body;0.598912;p006;
lowerLegLeft;0.461467;p006;
upperLegLeft;0.368262;p006;
upperLegRight;0.368088;p006;
lowerLegRight;0.467414;p006;
forearmLeft;0.313087;p006;
upperarmLeft;0.289866;p006;
shoulderHalfLeft;0.188718;p006;
neck;0.0835833;p006;
shoulderHalfRight;0.17748;p006;
upperarmRight;0.289114;p006;
forearmRight;0.281355;p006;
shoulder;0.285684;p006;
upperBody;0.254623;p006;
hip;0.111393;p006;
lowerBody;0.34469;p006;
body;0.599265;p006;
lowerLegLeft;0.456115;p006;
upperLegLeft;0.366721;p006;
upperLegRight;0.368025;p006;
lowerLegRight;0.467938;p006;
forearmLeft;0.310919;p006;
upperarmLeft;0.289908;p006;
shoulderHalfLeft;0.190131;p006;
neck;0.0835193;p006;
shoulderHalfRight;0.177164;p006;
upperarmRight;0.289172;p006;
forearmRight;0.281066;p006;
shoulder;0.287326;p006;
upperBody;0.254562;p006;
hip;0.111531;p006;
lowerBody;0.344908;p006;
body;0.599423;p006;
lowerLegLeft;0.457059;p006;
upperLegLeft;0.366185;p006;
upperLegRight;0.367406;p006;
lowerLegRight;0.468812;p006;
forearmLeft;0.310908;p006;
upperarmLeft;0.289983;p006;
shoulderHalfLeft;0.188893;p006;
neck;0.0835707;p006;
shoulderHalfRight;0.175397;p006;
upperarmRight;0.289384;p006;
forearmRight;0.287435;p006;
shoulder;0.286945;p006;
upperBody;0.254717;p006;
hip;0.111557;p006;
lowerBody;0.345131;p006;
body;0.599803;p006;
lowerLegLeft;0.459302;p006;
upperLegLeft;0.366095;p006;
upperLegRight;0.368079;p006;
lowerLegRight;0.468171;p006;
forearmLeft;0.310161;p006;
upperarmLeft;0.289984;p006;
shoulderHalfLeft;0.19078;p006;
neck;0.0840041;p006;
shoulderHalfRight;0.176885;p006;
upperarmRight;0.289463;p006;
forearmRight;0.285137;p006;
shoulder;0.287089;p006;
upperBody;0.255819;p006;
hip;0.111446;p006;
lowerBody;0.345823;p006;
body;0.601606;p006;
lowerLegLeft;0.461354;p006;
upperLegLeft;0.364612;p006;
upperLegRight;0.367708;p006;
lowerLegRight;0.466105;p006;
forearmLeft;0.309425;p006;
upperarmLeft;0.289916;p006;
shoulderHalfLeft;0.189768;p006;
neck;0.0830398;p006;
shoulderHalfRight;0.175329;p006;
upperarmRight;0.289532;p006;
forearmRight;0.282713;p006;
shoulder;0.288915;p006;
upperBody;0.254031;p006;
hip;0.111511;p006;
lowerBody;0.345007;p006;
body;0.598987;p006;
lowerLegLeft;0.461668;p006;
upperLegLeft;0.365978;p006;
upperLegRight;0.367619;p006;
lowerLegRight;0.466321;p006;
forearmLeft;0.304904;p006;
upperarmLeft;0.289951;p006;
shoulderHalfLeft;0.191637;p006;
neck;0.0831302;p006;
shoulderHalfRight;0.175489;p006;
upperarmRight;0.289529;p006;
forearmRight;0.287831;p006;
shoulder;0.291689;p006;
upperBody;0.25417;p006;
hip;0.111445;p006;
lowerBody;0.345156;p006;
body;0.599276;p006;
lowerLegLeft;0.463249;p006;
upperLegLeft;0.364799;p006;
upperLegRight;0.365159;p006;
lowerLegRight;0.46879;p006;
forearmLeft;0.309086;p006;
upperarmLeft;0.289924;p006;
shoulderHalfLeft;0.19301;p006;
neck;0.0831366;p006;
shoulderHalfRight;0.175296;p006;
upperarmRight;0.289553;p006;
forearmRight;0.282505;p006;
shoulder;0.293192;p006;
upperBody;0.254153;p006;
hip;0.111533;p006;
lowerBody;0.345126;p006;
body;0.599227;p006;
lowerLegLeft;0.464542;p006;
upperLegLeft;0.364152;p006;
upperLegRight;0.365069;p006;
lowerLegRight;0.469409;p006;
forearmLeft;0.310929;p006;
upperarmLeft;0.289853;p006;
shoulderHalfLeft;0.194644;p006;
neck;0.0831643;p006;
shoulderHalfRight;0.17497;p006;
upperarmRight;0.289611;p006;
forearmRight;0.287073;p006;
shoulder;0.294547;p006;
upperBody;0.254165;p006;
hip;0.111611;p006;
lowerBody;0.345123;p006;
body;0.599235;p006;
lowerLegLeft;0.465017;p006;
upperLegLeft;0.363478;p006;
upperLegRight;0.37032;p006;
lowerLegRight;0.464692;p006;
forearmLeft;0.308447;p006;
upperarmLeft;0.289391;p006;
shoulderHalfLeft;0.19497;p006;
neck;0.0832727;p006;
shoulderHalfRight;0.174762;p006;
upperarmRight;0.289597;p006;
forearmRight;0.283791;p006;
shoulder;0.294449;p006;
upperBody;0.254323;p006;
hip;0.111592;p006;
lowerBody;0.345212;p006;
body;0.599484;p006;
lowerLegLeft;0.462394;p006;
upperLegLeft;0.366019;p006;
upperLegRight;0.369903;p006;
lowerLegRight;0.465068;p006;
forearmLeft;0.309526;p006;
upperarmLeft;0.286998;p006;
shoulderHalfLeft;0.194498;p006;
neck;0.0832428;p006;
shoulderHalfRight;0.174669;p006;
upperarmRight;0.289602;p006;
forearmRight;0.280745;p006;
shoulder;0.294445;p006;
upperBody;0.254219;p006;
hip;0.111658;p006;
lowerBody;0.345088;p006;
body;0.599256;p006;
lowerLegLeft;0.462942;p006;
upperLegLeft;0.365677;p006;
upperLegRight;0.371204;p006;
lowerLegRight;0.464012;p006;
forearmLeft;0.305055;p006;
upperarmLeft;0.286909;p006;
shoulderHalfLeft;0.194342;p006;
neck;0.083209;p006;
shoulderHalfRight;0.17389;p006;
upperarmRight;0.289584;p006;
forearmRight;0.282092;p006;
shoulder;0.294567;p006;
upperBody;0.254106;p006;
hip;0.11175;p006;
lowerBody;0.345026;p006;
body;0.599077;p006;
lowerLegLeft;0.463415;p006;
upperLegLeft;0.36517;p006;
upperLegRight;0.367413;p006;
lowerLegRight;0.468148;p006;
forearmLeft;0.301451;p006;
upperarmLeft;0.286379;p006;
shoulderHalfLeft;0.19481;p006;
neck;0.0832185;p006;
shoulderHalfRight;0.173675;p006;
upperarmRight;0.289615;p006;
forearmRight;0.282271;p006;
shoulder;0.295085;p006;
upperBody;0.254136;p006;
hip;0.111678;p006;
lowerBody;0.345098;p006;
body;0.59918;p006;
lowerLegLeft;0.462052;p006;
upperLegLeft;0.366215;p006;
upperLegRight;0.367504;p006;
lowerLegRight;0.467853;p006;
forearmLeft;0.305539;p006;
upperarmLeft;0.284503;p006;
shoulderHalfLeft;0.194477;p006;
neck;0.0832629;p006;
shoulderHalfRight;0.173939;p006;
upperarmRight;0.289539;p006;
forearmRight;0.282566;p006;
shoulder;0.29523;p006;
upperBody;0.254194;p006;
hip;0.111668;p006;
lowerBody;0.345115;p006;
body;0.599252;p006;
lowerLegLeft;0.465358;p006;
upperLegLeft;0.362918;p006;
upperLegRight;0.367757;p006;
lowerLegRight;0.467584;p006;
forearmLeft;0.302612;p006;
upperarmLeft;0.284521;p006;
shoulderHalfLeft;0.195123;p006;
neck;0.0832861;p006;
shoulderHalfRight;0.173317;p006;
upperarmRight;0.289508;p006;
forearmRight;0.27814;p006;
shoulder;0.295242;p006;
upperBody;0.25421;p006;
hip;0.111585;p006;
lowerBody;0.345143;p006;
body;0.599296;p006;
lowerLegLeft;0.466126;p006;
upperLegLeft;0.362274;p006;
upperLegRight;0.366403;p006;
lowerLegRight;0.468331;p006;
forearmLeft;0.302249;p006;
upperarmLeft;0.283726;p006;
shoulderHalfLeft;0.194702;p006;
neck;0.0833843;p006;
shoulderHalfRight;0.171797;p006;
upperarmRight;0.289485;p006;
forearmRight;0.280279;p006;
shoulder;0.292846;p006;
upperBody;0.254408;p006;
hip;0.111698;p006;
lowerBody;0.345297;p006;
body;0.599647;p006;
lowerLegLeft;0.464379;p006;
upperLegLeft;0.36411;p006;
upperLegRight;0.366495;p006;
lowerLegRight;0.467689;p006;
forearmLeft;0.300214;p006;
upperarmLeft;0.284359;p006;
shoulderHalfLeft;0.190358;p006;
neck;0.0831434;p006;
shoulderHalfRight;0.173673;p006;
upperarmRight;0.289476;p006;
forearmRight;0.282255;p006;
shoulder;0.293475;p006;
upperBody;0.253725;p006;
hip;0.111645;p006;
lowerBody;0.34454;p006;
body;0.598201;p006;
lowerLegLeft;0.464712;p006;
upperLegLeft;0.363473;p006;
upperLegRight;0.365563;p006;
lowerLegRight;0.467086;p006;
forearmLeft;0.306478;p006;
upperarmLeft;0.284089;p006;
shoulderHalfLeft;0.191208;p006;
neck;0.0831462;p006;
shoulderHalfRight;0.173573;p006;
upperarmRight;0.289475;p006;
forearmRight;0.282158;p006;
shoulder;0.293585;p006;
upperBody;0.253771;p006;
hip;0.111675;p006;
lowerBody;0.344633;p006;
body;0.59834;p006;
lowerLegLeft;0.463571;p006;
upperLegLeft;0.363321;p006;
upperLegRight;0.370985;p006;
lowerLegRight;0.461973;p006;
forearmLeft;0.30567;p006;
upperarmLeft;0.288131;p006;
shoulderHalfLeft;0.186227;p006;
neck;0.0831831;p006;
shoulderHalfRight;0.173562;p006;
upperarmRight;0.289544;p006;
forearmRight;0.28211;p006;
shoulder;0.286738;p006;
upperBody;0.253858;p006;
hip;0.112004;p006;
lowerBody;0.344924;p006;
body;0.598719;p006;
lowerLegLeft;0.462164;p006;
upperLegLeft;0.364482;p006;
upperLegRight;0.375086;p006;
lowerLegRight;0.457701;p006;
forearmLeft;0.30854;p006;
upperarmLeft;0.288537;p006;
shoulderHalfLeft;0.188207;p006;
neck;0.0832715;p006;
shoulderHalfRight;0.173684;p006;
upperarmRight;0.289443;p006;
forearmRight;0.286429;p006;
shoulder;0.286905;p006;
upperBody;0.253971;p006;
hip;0.112006;p006;
lowerBody;0.345171;p006;
body;0.599079;p006;
lowerLegLeft;0.463855;p006;
upperLegLeft;0.363909;p006;
upperLegRight;0.375507;p006;
lowerLegRight;0.456864;p006;
forearmLeft;0.309944;p006;
upperarmLeft;0.286937;p006;
shoulderHalfLeft;0.189177;p006;
neck;0.0832924;p006;
shoulderHalfRight;0.173849;p006;
upperarmRight;0.289401;p006;
forearmRight;0.284697;p006;
shoulder;0.288447;p006;
upperBody;0.254034;p006;
hip;0.112013;p006;
lowerBody;0.345345;p006;
body;0.599318;p006;
lowerLegLeft;0.462084;p006;
upperLegLeft;0.36564;p006;
upperLegRight;0.375404;p006;
lowerLegRight;0.457336;p006;
forearmLeft;0.313659;p006;
upperarmLeft;0.28674;p006;
shoulderHalfLeft;0.190517;p006;
neck;0.0835121;p006;
shoulderHalfRight;0.173491;p006;
upperarmRight;0.289396;p006;
forearmRight;0.278094;p006;
shoulder;0.289461;p006;
upperBody;0.25441;p006;
hip;0.112142;p006;
lowerBody;0.345717;p006;
body;0.600061;p006;
lowerLegLeft;0.461059;p006;
upperLegLeft;0.36627;p006;
upperLegRight;0.375274;p006;
