feature;value;class;
upperarmLeft;0.272323;p005;
shoulderHalfLeft;0.156171;p005;
neck;0.0818461;p005;
shoulderHalfRight;0.229426;p005;
upperarmRight;0.265006;p005;
forearmRight;0.377982;p005;
shoulder;0.332331;p005;
upperBody;0.255406;p005;
hip;0.15612;p005;
lowerBody;0.357302;p005;
body;0.612675;p005;
lowerLegLeft;0.370999;p005;
upperLegLeft;0.446709;p005;
upperLegRight;0.529261;p005;
lowerLegRight;0.301374;p005;
forearmLeft;0.373431;p005;
upperarmLeft;0.27226;p005;
shoulderHalfLeft;0.156256;p005;
neck;0.0817598;p005;
shoulderHalfRight;0.229526;p005;
upperarmRight;0.264836;p005;
forearmRight;0.378486;p005;
shoulder;0.332432;p005;
upperBody;0.2549;p005;
hip;0.156576;p005;
lowerBody;0.356245;p005;
body;0.611109;p005;
lowerLegLeft;0.367135;p005;
upperLegLeft;0.446772;p005;
upperLegRight;0.531002;p005;
lowerLegRight;0.301631;p005;
forearmLeft;0.373275;p005;
upperarmLeft;0.27218;p005;
shoulderHalfLeft;0.156375;p005;
neck;0.0817076;p005;
shoulderHalfRight;0.229551;p005;
upperarmRight;0.264844;p005;
forearmRight;0.378185;p005;
shoulder;0.332558;p005;
upperBody;0.25459;p005;
hip;0.156593;p005;
lowerBody;0.355647;p005;
body;0.610202;p005;
lowerLegLeft;0.367166;p005;
upperLegLeft;0.446728;p005;
upperLegRight;0.531874;p005;
lowerLegRight;0.302407;p005;
forearmLeft;0.374307;p005;
upperarmLeft;0.271946;p005;
shoulderHalfLeft;0.156505;p005;
neck;0.0816509;p005;
shoulderHalfRight;0.229622;p005;
upperarmRight;0.265023;p005;
forearmRight;0.377536;p005;
shoulder;0.33268;p005;
upperBody;0.254311;p005;
hip;0.156901;p005;
lowerBody;0.355272;p005;
body;0.609547;p005;
lowerLegLeft;0.367;p005;
upperLegLeft;0.446667;p005;
upperLegRight;0.532374;p005;
lowerLegRight;0.301991;p005;
forearmLeft;0.372878;p005;
upperarmLeft;0.272026;p005;
shoulderHalfLeft;0.156608;p005;
neck;0.0816056;p005;
shoulderHalfRight;0.229657;p005;
upperarmRight;0.265048;p005;
forearmRight;0.376312;p005;
shoulder;0.332839;p005;
upperBody;0.254056;p005;
hip;0.15725;p005;
lowerBody;0.354858;p005;
body;0.608879;p005;
lowerLegLeft;0.367473;p005;
upperLegLeft;0.446595;p005;
upperLegRight;0.531404;p005;
lowerLegRight;0.303619;p005;
forearmLeft;0.372824;p005;
upperarmLeft;0.271966;p005;
shoulderHalfLeft;0.156632;p005;
neck;0.0815314;p005;
shoulderHalfRight;0.229763;p005;
upperarmRight;0.26442;p005;
forearmRight;0.378575;p005;
shoulder;0.332969;p005;
upperBody;0.253862;p005;
hip;0.157175;p005;
lowerBody;0.354694;p005;
body;0.608521;p005;
lowerLegLeft;0.368015;p005;
upperLegLeft;0.446539;p005;
upperLegRight;0.531726;p005;
lowerLegRight;0.302897;p005;
forearmLeft;0.373648;p005;
upperarmLeft;0.271921;p005;
shoulderHalfLeft;0.156644;p005;
neck;0.08148;p005;
shoulderHalfRight;0.229844;p005;
upperarmRight;0.26526;p005;
forearmRight;0.377661;p005;
shoulder;0.333017;p005;
upperBody;0.253729;p005;
hip;0.157301;p005;
lowerBody;0.354594;p005;
body;0.608289;p005;
lowerLegLeft;0.369131;p005;
upperLegLeft;0.445207;p005;
upperLegRight;0.531962;p005;
lowerLegRight;0.314818;p005;
forearmLeft;0.373754;p005;
upperarmLeft;0.271869;p005;
shoulderHalfLeft;0.156684;p005;
neck;0.081441;p005;
shoulderHalfRight;0.229911;p005;
upperarmRight;0.265112;p005;
forearmRight;0.378108;p005;
shoulder;0.333125;p005;
upperBody;0.253671;p005;
hip;0.157368;p005;
lowerBody;0.354572;p005;
body;0.608208;p005;
lowerLegLeft;0.369319;p005;
upperLegLeft;0.445121;p005;
upperLegRight;0.532071;p005;
lowerLegRight;0.304813;p005;
forearmLeft;0.37434;p005;
upperarmLeft;0.271763;p005;
shoulderHalfLeft;0.156657;p005;
neck;0.081487;p005;
shoulderHalfRight;0.229925;p005;
upperarmRight;0.265657;p005;
forearmRight;0.377647;p005;
shoulder;0.333177;p005;
upperBody;0.254402;p005;
hip;0.154253;p005;
lowerBody;0.358005;p005;
body;0.612378;p005;
lowerLegLeft;0.369032;p005;
upperLegLeft;0.444225;p005;
upperLegRight;0.511062;p005;
lowerLegRight;0.304681;p005;
forearmLeft;0.373091;p005;
upperarmLeft;0.271679;p005;
shoulderHalfLeft;0.156573;p005;
neck;0.0815615;p005;
shoulderHalfRight;0.229936;p005;
upperarmRight;0.265685;p005;
forearmRight;0.377212;p005;
shoulder;0.333186;p005;
upperBody;0.255432;p005;
hip;0.154701;p005;
lowerBody;0.360857;p005;
body;0.616263;p005;
lowerLegLeft;0.370663;p005;
upperLegLeft;0.444219;p005;
upperLegRight;0.503067;p005;
lowerLegRight;0.305112;p005;
forearmLeft;0.374811;p005;
upperarmLeft;0.271407;p005;
shoulderHalfLeft;0.156446;p005;
neck;0.0817995;p005;
shoulderHalfRight;0.229882;p005;
upperarmRight;0.265809;p005;
forearmRight;0.376633;p005;
shoulder;0.333251;p005;
upperBody;0.258247;p005;
hip;0.160716;p005;
lowerBody;0.367605;p005;
body;0.625831;p005;
lowerLegLeft;0.369045;p005;
upperLegLeft;0.444251;p005;
upperLegRight;0.477982;p005;
lowerLegRight;0.304409;p005;
forearmLeft;0.374203;p005;
upperarmLeft;0.271159;p005;
shoulderHalfLeft;0.15642;p005;
neck;0.0819591;p005;
shoulderHalfRight;0.229861;p005;
upperarmRight;0.265734;p005;
forearmRight;0.376481;p005;
shoulder;0.333353;p005;
upperBody;0.259571;p005;
hip;0.161257;p005;
lowerBody;0.368809;p005;
body;0.628358;p005;
lowerLegLeft;0.370584;p005;
upperLegLeft;0.444245;p005;
upperLegRight;0.476209;p005;
lowerLegRight;0.31893;p005;
forearmLeft;0.375208;p005;
upperarmLeft;0.271139;p005;
shoulderHalfLeft;0.156337;p005;
neck;0.0821374;p005;
shoulderHalfRight;0.229811;p005;
upperarmRight;0.265902;p005;
forearmRight;0.376832;p005;
shoulder;0.333452;p005;
upperBody;0.260425;p005;
hip;0.161583;p005;
lowerBody;0.369185;p005;
body;0.629585;p005;
lowerLegLeft;0.370732;p005;
upperLegLeft;0.444273;p005;
upperLegRight;0.475199;p005;
lowerLegRight;0.306156;p005;
forearmLeft;0.375696;p005;
upperarmLeft;0.271046;p005;
shoulderHalfLeft;0.156198;p005;
neck;0.0823282;p005;
shoulderHalfRight;0.22979;p005;
upperarmRight;0.266102;p005;
forearmRight;0.37596;p005;
shoulder;0.333465;p005;
upperBody;0.261158;p005;
hip;0.161696;p005;
lowerBody;0.369585;p005;
body;0.630717;p005;
lowerLegLeft;0.370803;p005;
upperLegLeft;0.444306;p005;
upperLegRight;0.474068;p005;
lowerLegRight;0.305699;p005;
forearmLeft;0.374418;p005;
upperarmLeft;0.271024;p005;
shoulderHalfLeft;0.15616;p005;
neck;0.0824272;p005;
shoulderHalfRight;0.229772;p005;
upperarmRight;0.266267;p005;
forearmRight;0.375381;p005;
shoulder;0.33354;p005;
upperBody;0.261508;p005;
hip;0.161853;p005;
lowerBody;0.369682;p005;
body;0.631162;p005;
lowerLegLeft;0.369434;p005;
upperLegLeft;0.44431;p005;
upperLegRight;0.473642;p005;
lowerLegRight;0.303581;p005;
forearmLeft;0.374736;p005;
upperarmLeft;0.270916;p005;
shoulderHalfLeft;0.156084;p005;
neck;0.0825425;p005;
shoulderHalfRight;0.229774;p005;
upperarmRight;0.267212;p005;
forearmRight;0.373913;p005;
shoulder;0.333595;p005;
upperBody;0.261852;p005;
hip;0.161998;p005;
lowerBody;0.369852;p005;
body;0.631675;p005;
lowerLegLeft;0.369116;p005;
upperLegLeft;0.44441;p005;
upperLegRight;0.472983;p005;
lowerLegRight;0.312545;p005;
forearmLeft;0.374535;p005;
upperarmLeft;0.270897;p005;
shoulderHalfLeft;0.156098;p005;
neck;0.0826095;p005;
shoulderHalfRight;0.229748;p005;
upperarmRight;0.267375;p005;
forearmRight;0.374493;p005;
shoulder;0.333613;p005;
upperBody;0.262093;p005;
hip;0.162041;p005;
lowerBody;0.370023;p005;
body;0.632086;p005;
lowerLegLeft;0.369511;p005;
upperLegLeft;0.444083;p005;
upperLegRight;0.472553;p005;
lowerLegRight;0.312882;p005;
forearmLeft;0.374976;p005;
upperarmLeft;0.27063;p005;
shoulderHalfLeft;0.156152;p005;
neck;0.0827042;p005;
shoulderHalfRight;0.229707;p005;
upperarmRight;0.266603;p005;
forearmRight;0.374603;p005;
shoulder;0.333754;p005;
upperBody;0.262279;p005;
hip;0.162123;p005;
lowerBody;0.37001;p005;
body;0.632259;p005;
lowerLegLeft;0.369843;p005;
upperLegLeft;0.444114;p005;
upperLegRight;0.472561;p005;
lowerLegRight;0.305855;p005;
forearmLeft;0.375151;p005;
upperarmLeft;0.270498;p005;
shoulderHalfLeft;0.15617;p005;
neck;0.082763;p005;
shoulderHalfRight;0.229658;p005;
upperarmRight;0.266983;p005;
forearmRight;0.375555;p005;
shoulder;0.333829;p005;
upperBody;0.262395;p005;
hip;0.162173;p005;
lowerBody;0.369995;p005;
body;0.63236;p005;
lowerLegLeft;0.369925;p005;
upperLegLeft;0.444312;p005;
upperLegRight;0.472554;p005;
lowerLegRight;0.305645;p005;
forearmLeft;0.374389;p005;
upperarmLeft;0.270659;p005;
shoulderHalfLeft;0.156248;p005;
neck;0.0827391;p005;
shoulderHalfRight;0.229569;p005;
upperarmRight;0.266897;p005;
forearmRight;0.374407;p005;
shoulder;0.333756;p005;
upperBody;0.261902;p005;
hip;0.156735;p005;
lowerBody;0.36705;p005;
body;0.628918;p005;
lowerLegLeft;0.369561;p005;
upperLegLeft;0.444459;p005;
upperLegRight;0.489102;p005;
lowerLegRight;0.305587;p005;
forearmLeft;0.37481;p005;
upperarmLeft;0.270605;p005;
shoulderHalfLeft;0.15636;p005;
neck;0.0825937;p005;
shoulderHalfRight;0.22967;p005;
upperarmRight;0.267094;p005;
forearmRight;0.373398;p005;
shoulder;0.333892;p005;
upperBody;0.25856;p005;
hip;0.15679;p005;
lowerBody;0.354643;p005;
body;0.613151;p005;
lowerLegLeft;0.369715;p005;
upperLegLeft;0.444566;p005;
upperLegRight;0.537268;p005;
lowerLegRight;0.305507;p005;
forearmLeft;0.374285;p005;
upperarmLeft;0.270657;p005;
shoulderHalfLeft;0.156393;p005;
neck;0.0825807;p005;
shoulderHalfRight;0.229649;p005;
upperarmRight;0.267201;p005;
forearmRight;0.372846;p005;
shoulder;0.333952;p005;
upperBody;0.258536;p005;
hip;0.153647;p005;
lowerBody;0.355455;p005;
body;0.613943;p005;
lowerLegLeft;0.371734;p005;
upperLegLeft;0.444578;p005;
upperLegRight;0.512801;p005;
lowerLegRight;0.315359;p005;
forearmLeft;0.373969;p005;
upperarmLeft;0.270672;p005;
shoulderHalfLeft;0.156514;p005;
neck;0.0824376;p005;
shoulderHalfRight;0.229723;p005;
upperarmRight;0.267052;p005;
forearmRight;0.373741;p005;
shoulder;0.334095;p005;
upperBody;0.25674;p005;
hip;0.155456;p005;
lowerBody;0.353782;p005;
body;0.610472;p005;
lowerLegLeft;0.369545;p005;
upperLegLeft;0.444757;p005;
upperLegRight;0.525696;p005;
lowerLegRight;0.306692;p005;
forearmLeft;0.374068;p005;
upperarmLeft;0.2706;p005;
shoulderHalfLeft;0.156763;p005;
neck;0.0823404;p005;
shoulderHalfRight;0.229728;p005;
upperarmRight;0.267168;p005;
forearmRight;0.373818;p005;
shoulder;0.334349;p005;
upperBody;0.255619;p005;
hip;0.156118;p005;
lowerBody;0.353114;p005;
body;0.608684;p005;
lowerLegLeft;0.369249;p005;
upperLegLeft;0.444544;p005;
upperLegRight;0.528972;p005;
lowerLegRight;0.31671;p005;
forearmLeft;0.37401;p005;
upperarmLeft;0.270698;p005;
shoulderHalfLeft;0.156805;p005;
neck;0.0822337;p005;
shoulderHalfRight;0.229748;p005;
upperarmRight;0.267641;p005;
forearmRight;0.373743;p005;
shoulder;0.334332;p005;
upperBody;0.254884;p005;
hip;0.155961;p005;
lowerBody;0.352859;p005;
body;0.607694;p005;
lowerLegLeft;0.372743;p005;
upperLegLeft;0.445196;p005;
upperLegRight;0.530477;p005;
lowerLegRight;0.308824;p005;
forearmLeft;0.373329;p005;
upperarmLeft;0.27105;p005;
shoulderHalfLeft;0.156952;p005;
neck;0.082126;p005;
shoulderHalfRight;0.229752;p005;
upperarmRight;0.267795;p005;
forearmRight;0.374141;p005;
shoulder;0.334433;p005;
upperBody;0.254244;p005;
hip;0.156066;p005;
lowerBody;0.352643;p005;
body;0.60684;p005;
lowerLegLeft;0.371769;p005;
upperLegLeft;0.446347;p005;
upperLegRight;0.531631;p005;
lowerLegRight;0.305713;p005;
forearmLeft;0.373707;p005;
upperarmLeft;0.270987;p005;
shoulderHalfLeft;0.157148;p005;
neck;0.0820191;p005;
shoulderHalfRight;0.229777;p005;
upperarmRight;0.267916;p005;
forearmRight;0.370176;p005;
shoulder;0.334591;p005;
upperBody;0.253797;p005;
hip;0.156451;p005;
lowerBody;0.352546;p005;
body;0.606296;p005;
lowerLegLeft;0.372044;p005;
upperLegLeft;0.446298;p005;
upperLegRight;0.532584;p005;
lowerLegRight;0.30472;p005;
forearmLeft;0.372946;p005;
upperarmLeft;0.270847;p005;
shoulderHalfLeft;0.157271;p005;
neck;0.0819092;p005;
shoulderHalfRight;0.229717;p005;
upperarmRight;0.268124;p005;
forearmRight;0.372977;p005;
shoulder;0.334586;p005;
upperBody;0.253446;p005;
hip;0.156631;p005;
lowerBody;0.352433;p005;
body;0.605833;p005;
lowerLegLeft;0.372249;p005;
upperLegLeft;0.446287;p005;
upperLegRight;0.533162;p005;
lowerLegRight;0.304046;p005;
forearmLeft;0.373819;p005;
upperarmLeft;0.270887;p005;
shoulderHalfLeft;0.157379;p005;
neck;0.081817;p005;
shoulderHalfRight;0.229734;p005;
upperarmRight;0.268144;p005;
forearmRight;0.372711;p005;
shoulder;0.334665;p005;
upperBody;0.253183;p005;
hip;0.156766;p005;
lowerBody;0.352368;p005;
body;0.605507;p005;
lowerLegLeft;0.370798;p005;
upperLegLeft;0.44637;p005;
upperLegRight;0.533734;p005;
lowerLegRight;0.305185;p005;
forearmLeft;0.372505;p005;
upperarmLeft;0.270937;p005;
shoulderHalfLeft;0.157445;p005;
neck;0.0818364;p005;
shoulderHalfRight;0.229671;p005;
upperarmRight;0.268546;p005;
forearmRight;0.371753;p005;
shoulder;0.334832;p005;
upperBody;0.253723;p005;
hip;0.154478;p005;
lowerBody;0.355517;p005;
body;0.609205;p005;
lowerLegLeft;0.369896;p005;
upperLegLeft;0.446332;p005;
upperLegRight;0.514124;p005;
lowerLegRight;0.312965;p005;
forearmLeft;0.372352;p005;
upperarmLeft;0.271539;p005;
shoulderHalfLeft;0.157646;p005;
neck;0.0817426;p005;
shoulderHalfRight;0.229665;p005;
upperarmRight;0.268527;p005;
forearmRight;0.371613;p005;
shoulder;0.335041;p005;
upperBody;0.253478;p005;
hip;0.155782;p005;
lowerBody;0.355013;p005;
body;0.608456;p005;
lowerLegLeft;0.369568;p005;
upperLegLeft;0.446307;p005;
upperLegRight;0.523274;p005;
lowerLegRight;0.31018;p005;
forearmLeft;0.372708;p005;
upperarmLeft;0.271687;p005;
shoulderHalfLeft;0.157842;p005;
neck;0.081649;p005;
shoulderHalfRight;0.229565;p005;
upperarmRight;0.268934;p005;
forearmRight;0.370247;p005;
shoulder;0.335089;p005;
upperBody;0.25318;p005;
hip;0.156246;p005;
lowerBody;0.354377;p005;
body;0.607521;p005;
lowerLegLeft;0.369584;p005;
upperLegLeft;0.446336;p005;
upperLegRight;0.528147;p005;
lowerLegRight;0.309779;p005;
forearmLeft;0.372531;p005;
upperarmLeft;0.271353;p005;
shoulderHalfLeft;0.158448;p005;
neck;0.0815467;p005;
shoulderHalfRight;0.229566;p005;
upperarmRight;0.269047;p005;
forearmRight;0.371401;p005;
shoulder;0.335604;p005;
upperBody;0.252974;p005;
hip;0.156592;p005;
lowerBody;0.354098;p005;
body;0.607035;p005;
lowerLegLeft;0.368173;p005;
upperLegLeft;0.44801;p005;
upperLegRight;0.530041;p005;
lowerLegRight;0.308313;p005;
forearmLeft;0.372285;p005;
upperarmLeft;0.267137;p005;
shoulderHalfLeft;0.163663;p005;
neck;0.0810957;p005;
shoulderHalfRight;0.229477;p005;
upperarmRight;0.269346;p005;
forearmRight;0.37054;p005;
shoulder;0.340196;p005;
upperBody;0.252651;p005;
hip;0.156577;p005;
lowerBody;0.353956;p005;
body;0.606583;p005;
lowerLegLeft;0.370307;p005;
upperLegLeft;0.447969;p005;
upperLegRight;0.531565;p005;
lowerLegRight;0.316016;p005;
forearmLeft;0.371358;p005;
upperarmLeft;0.265518;p005;
shoulderHalfLeft;0.165791;p005;
neck;0.0808748;p005;
shoulderHalfRight;0.226377;p005;
upperarmRight;0.270426;p005;
forearmRight;0.370488;p005;
shoulder;0.338792;p005;
upperBody;0.252428;p005;
hip;0.156741;p005;
lowerBody;0.353917;p005;
body;0.606324;p005;
lowerLegLeft;0.368026;p005;
upperLegLeft;0.447742;p005;
upperLegRight;0.532568;p005;
lowerLegRight;0.315638;p005;
forearmLeft;0.37373;p005;
upperarmLeft;0.265265;p005;
shoulderHalfLeft;0.165719;p005;
neck;0.0807155;p005;
shoulderHalfRight;0.22677;p005;
upperarmRight;0.270552;p005;
forearmRight;0.369685;p005;
shoulder;0.33881;p005;
upperBody;0.252228;p005;
hip;0.156809;p005;
lowerBody;0.353838;p005;
body;0.606046;p005;
lowerLegLeft;0.368964;p005;
upperLegLeft;0.447654;p005;
upperLegRight;0.53312;p005;
lowerLegRight;0.303917;p005;
forearmLeft;0.374331;p005;
upperarmLeft;0.264591;p005;
shoulderHalfLeft;0.166826;p005;
neck;0.0806161;p005;
shoulderHalfRight;0.226291;p005;
upperarmRight;0.270964;p005;
forearmRight;0.370975;p005;
shoulder;0.339708;p005;
upperBody;0.252048;p005;
hip;0.156847;p005;
lowerBody;0.35359;p005;
body;0.605618;p005;
lowerLegLeft;0.366711;p005;
upperLegLeft;0.447505;p005;
upperLegRight;0.533869;p005;
lowerLegRight;0.304464;p005;
forearmLeft;0.374894;p005;
upperarmLeft;0.264222;p005;
shoulderHalfLeft;0.167124;p005;
neck;0.0804815;p005;
shoulderHalfRight;0.225402;p005;
upperarmRight;0.271421;p005;
forearmRight;0.368758;p005;
shoulder;0.338682;p005;
upperBody;0.251867;p005;
hip;0.157002;p005;
lowerBody;0.353455;p005;
body;0.605301;p005;
lowerLegLeft;0.366595;p005;
upperLegLeft;0.448181;p005;
upperLegRight;0.534426;p005;
lowerLegRight;0.303533;p005;
forearmLeft;0.376537;p005;
upperarmLeft;0.264098;p005;
shoulderHalfLeft;0.166986;p005;
neck;0.0804304;p005;
shoulderHalfRight;0.225187;p005;
upperarmRight;0.271847;p005;
forearmRight;0.369944;p005;
shoulder;0.338308;p005;
upperBody;0.251803;p005;
hip;0.156973;p005;
lowerBody;0.353384;p005;
body;0.605165;p005;
lowerLegLeft;0.367192;p005;
upperLegLeft;0.447744;p005;
upperLegRight;0.534793;p005;
lowerLegRight;0.303099;p005;
forearmLeft;0.375261;p005;
upperarmLeft;0.263795;p005;
shoulderHalfLeft;0.167718;p005;
neck;0.0803684;p005;
shoulderHalfRight;0.225379;p005;
upperarmRight;0.272128;p005;
forearmRight;0.368553;p005;
shoulder;0.339167;p005;
upperBody;0.251673;p005;
hip;0.156849;p005;
lowerBody;0.35322;p005;
body;0.604871;p005;
lowerLegLeft;0.367687;p005;
upperLegLeft;0.447608;p005;
upperLegRight;0.535379;p005;
lowerLegRight;0.303099;p005;
forearmLeft;0.376101;p005;
upperarmLeft;0.263796;p005;
shoulderHalfLeft;0.16772;p005;
neck;0.0803498;p005;
shoulderHalfRight;0.223441;p005;
upperarmRight;0.272909;p005;
forearmRight;0.368154;p005;
shoulder;0.336598;p005;
upperBody;0.251646;p005;
hip;0.156951;p005;
lowerBody;0.353206;p005;
body;0.604829;p005;
lowerLegLeft;0.370877;p005;
upperLegLeft;0.447339;p005;
upperLegRight;0.535573;p005;
lowerLegRight;0.324116;p005;
forearmLeft;0.375942;p005;
upperarmLeft;0.263554;p005;
shoulderHalfLeft;0.167727;p005;
neck;0.0803123;p005;
shoulderHalfRight;0.223813;p005;
upperarmRight;0.273171;p005;
forearmRight;0.367954;p005;
shoulder;0.336811;p005;
upperBody;0.251593;p005;
hip;0.156975;p005;
lowerBody;0.35315;p005;
body;0.60472;p005;
lowerLegLeft;0.368543;p005;
upperLegLeft;0.447366;p005;
upperLegRight;0.535971;p005;
lowerLegRight;0.320904;p005;
forearmLeft;0.376579;p005;
upperarmLeft;0.263215;p005;
shoulderHalfLeft;0.167764;p005;
neck;0.0802936;p005;
shoulderHalfRight;0.223678;p005;
upperarmRight;0.273143;p005;
forearmRight;0.367785;p005;
shoulder;0.336221;p005;
upperBody;0.251565;p005;
hip;0.157295;p005;
lowerBody;0.353114;p005;
body;0.604655;p005;
lowerLegLeft;0.36917;p005;
upperLegLeft;0.446058;p005;
upperLegRight;0.536122;p005;
lowerLegRight;0.318963;p005;
forearmLeft;0.377654;p005;
upperarmLeft;0.263238;p005;
shoulderHalfLeft;0.167747;p005;
neck;0.0802577;p005;
shoulderHalfRight;0.224051;p005;
upperarmRight;0.273124;p005;
forearmRight;0.368068;p005;
shoulder;0.336674;p005;
upperBody;0.251463;p005;
hip;0.157169;p005;
lowerBody;0.352924;p005;
body;0.604362;p005;
lowerLegLeft;0.36945;p005;
upperLegLeft;0.445199;p005;
upperLegRight;0.536582;p005;
lowerLegRight;0.318233;p005;
forearmLeft;0.378131;p005;
upperarmLeft;0.263031;p005;
shoulderHalfLeft;0.167541;p005;
neck;0.0802094;p005;
shoulderHalfRight;0.224612;p005;
upperarmRight;0.272547;p005;
forearmRight;0.368935;p005;
shoulder;0.337026;p005;
upperBody;0.251374;p005;
hip;0.157142;p005;
lowerBody;0.352856;p005;
body;0.604206;p005;
lowerLegLeft;0.369475;p005;
upperLegLeft;0.445234;p005;
upperLegRight;0.536686;p005;
lowerLegRight;0.305845;p005;
forearmLeft;0.376831;p005;
upperarmLeft;0.262528;p005;
shoulderHalfLeft;0.167746;p005;
neck;0.0801901;p005;
shoulderHalfRight;0.224581;p005;
upperarmRight;0.272186;p005;
forearmRight;0.367495;p005;
shoulder;0.336994;p005;
upperBody;0.251333;p005;
hip;0.157114;p005;
lowerBody;0.352805;p005;
body;0.604113;p005;
lowerLegLeft;0.36886;p005;
upperLegLeft;0.445799;p005;
upperLegRight;0.537025;p005;
lowerLegRight;0.30598;p005;
forearmLeft;0.377141;p005;
upperarmLeft;0.262413;p005;
shoulderHalfLeft;0.167764;p005;
neck;0.0801538;p005;
shoulderHalfRight;0.224727;p005;
upperarmRight;0.271451;p005;
forearmRight;0.368918;p005;
shoulder;0.3371;p005;
upperBody;0.251252;p005;
hip;0.15732;p005;
lowerBody;0.352687;p005;
body;0.603913;p005;
lowerLegLeft;0.368326;p005;
upperLegLeft;0.446209;p005;
upperLegRight;0.537143;p005;
lowerLegRight;0.304774;p005;
forearmLeft;0.37806;p005;
upperarmLeft;0.262025;p005;
shoulderHalfLeft;0.168142;p005;
neck;0.0801236;p005;
shoulderHalfRight;0.22518;p005;
upperarmRight;0.271143;p005;
forearmRight;0.369053;p005;
shoulder;0.337968;p005;
upperBody;0.251182;p005;
hip;0.157288;p005;
lowerBody;0.3526;p005;
body;0.603755;p005;
lowerLegLeft;0.368329;p005;
upperLegLeft;0.446223;p005;
upperLegRight;0.537282;p005;
